region_name,num_persons_fiscal_households,num_households,median_living_standard_eur,d1_living_standard_eur,d9_living_standard_eur,interdecile_ratio_d9_d1,poverty_rate_pct_60med,share_taxed_households_pct,share_activity_income_pct,share_wages_pct,share_pensions_pct,share_social_benefits_pct,share_direct_taxes_pct
Peyrolles-en-Provence,5218,2178,23830,13590,39920,2.9,11,56,80,73.4,23.5,4.6,-15.9
Plan-de-Cuques,11245,4918,26120,14940,42480,2.8,8,63,70.3,60.6,35.3,3.6,-17.3
Plan-d'Orgon,3623,1413,22810,12780,37890,3,13,54,73.5,66,21.8,4.5,-15.5
Port-de-Bouc,16645,7229,20030,10620,33610,3.2,22,42,67.9,61.9,30,10.4,-12.8
Port-Saint-Louis-du-Rhône,8077,3783,20700,11190,35460,3.2,21,45,74.1,66.7,28.7,7.6,-13.9
Puyloubier,1495,645,28700,,,,,,,,,,
Le Puy-Sainte-Réparade,5033,2139,26760,14090,45560,3.2,9,60,74.8,65.5,26.2,3,-18.6
Rognac,12733,5257,24630,13950,39020,2.8,10,59,77.2,71,26.9,4.4,-15.5
Rognes,4388,1902,28820,14070,55460,3.9,10,64,71.9,62.1,30.2,2.4,-22.3
Rognonas,4353,1914,23980,13410,41050,3.1,11,55,72.3,61.8,29.9,4,-16.6
La Roque-d'Anthéron,4518,1922,22940,12250,37600,3.1,15,49,76.1,68.6,26.5,5.9,-14.8
Roquefort-la-Bédoule,5477,2248,27130,14660,44290,3,8,63,77.6,68.3,28.5,3.1,-18.6
Roquevaire,8351,3709,26260,13890,47020,3.4,10,61,75.2,64.5,27.5,3.6,-19.7
Rousset,4926,2165,25650,13750,43520,3.2,10,61,81.8,72.9,23.6,3.8,-18.2
Le Rove,5473,2297,25810,13810,41920,3,10,62,76.1,68.5,25.9,4.1,-17.5
Saint-Andiol,3271,1358,22550,12340,37830,3.1,15,48,75.7,64.8,22.6,4.8,-15.7
Saint-Antonin-sur-Bayon,120,50,34270,,,,,,,,,,
Saint-Cannat,5383,2341,28080,14810,50720,3.4,8,67,77.7,67.3,28.4,2.7,-19.2
Saint-Chamas,8304,3753,24610,13950,39280,2.8,10,59,80.4,74,24.9,4.4,-16.4
Saint-Estève-Janson,319,141,28260,,,,,,,,,,
Saint-Étienne-du-Grès,2420,1046,25960,15100,45960,3,,61,71.3,61.5,29.6,2.7,-19
Saint-Marc-Jaumegarde,1248,460,37290,,,,,,,,,,
Saintes-Maries-de-la-Mer,2707,1457,20550,10360,39020,3.8,21,45,54.6,41.3,36.3,4.1,-16.4
Saint-Martin-de-Crau,14017,5937,23270,13160,37540,2.9,12,52,72.6,65,29.7,5.1,-14.7
Saint-Mitre-les-Remparts,6120,2619,26910,14760,43630,3,8,63,73.8,65.5,31.7,3.4,-17.8
Saint-Paul-lès-Durance,752,352,23350,,,,,,,,,,
Saint-Rémy-de-Provence,9935,4717,23250,11640,47690,4.1,17,53,59.8,47.3,28.7,3.5,-19.3
Saint-Savournin,3288,1323,27300,16580,43450,2.6,6,67,82.7,75.5,24,2.6,-18
Saint-Victoret,6479,2581,22680,12560,36600,2.9,13,53,74.2,67.1,27.3,5.7,-14.5
Salon-de-Provence,41795,19467,22400,11730,39060,3.3,17,52,74.4,66.5,27.4,6.3,-16
Sausset-les-Pins,8262,4068,28750,15490,50540,3.3,7,68,66.8,58.7,37.7,2.4,-19.7
Sénas,7007,2876,22230,12120,37210,3.1,15,48,75.9,68.1,24.6,5.8,-14.9
Septèmes-les-Vallons,10513,4440,22740,11700,37130,3.2,16,53,74.4,66.7,27,6.2,-14.9
Simiane-Collongue,5812,2284,28770,15940,49270,3.1,7,69,80.6,71.5,26.5,2.6,-20.3
Tarascon,14016,5950,18190,9270,32050,3.5,31,38,65.1,54.7,29.3,10.4,-12.9
Le Tholonet,2284,999,32930,17480,72670,4.2,,73,70.7,59.5,21.9,1.5,-27.6
Trets,10445,4461,25260,13750,42920,3.1,10,57,76.4,67.4,26.2,3.9,-17.5
Vauvenargues,918,397,28040,,,,,,,,,,
Velaux,9039,3621,28760,15980,46530,2.9,7,68,79.6,72.2,28.8,2.6,-18.9
Venelles,8485,3737,29240,16120,51110,3.2,6,70,74,65.9,31.2,2.3,-20.5
Ventabren,6187,2372,33710,18440,63220,3.4,5,76,84.6,74.9,24.1,1.6,-24
Vernègues,2003,751,25530,15000,41390,2.8,,60,85.1,76,19.4,3.7,-16.1
Verquières,787,322,22940,,,,,,,,,,
Vitrolles,37044,14988,22090,11710,35700,3,17,53,77,70,24.8,7.6,-14
Coudoux,3682,1463,29730,16800,46100,2.7,,73,85.4,78.9,24.3,2.2,-19
Carnoux-en-Provence,6170,2645,26380,14230,45400,3.2,9,62,69.9,61.3,36.2,3.5,-18.1
Ablon,1209,493,24480,,,,,,,,,,
Agy,310,120,25210,,,,,,,,,,
Valambray,1710,665,23640,,,,,,,,,,
Amayé-sur-Orne,1126,421,26040,,,,,,,,,,
Amayé-sur-Seulles,224,83,23960,,,,,,,,,,
Amfreville,1353,563,26240,,,,,,,,,,
Angerville,165,64,22570,,,,,,,,,,
Colomby-Anguerny,1392,525,29170,,,,,,,,,,
Anisy,825,308,32490,,,,,,,,,,
Annebault,467,186,21860,,,,,,,,,,
Arganchy,227,86,24090,,,,,,,,,,
Argences,3733,1604,22060,13490,33130,2.5,11,51,66.6,59.5,32.2,5.3,-13.1
Arromanches-les-Bains,476,256,23490,,,,,,,,,,
Asnelles,643,321,23070,,,,,,,,,,
Asnières-en-Bessin,,,,,,,,,,,,,
Auberville,590,236,26030,,,,,,,,,,
Aubigny,303,126,25570,,,,,,,,,,
Audrieu,1253,463,24790,,,,,,,,,,
Les Monts d'Aunay,4675,2017,21060,12620,33070,2.6,14,43,73.8,67.1,26.9,6.2,-12.4
Authie,1767,687,28000,,,,,,,,,,
Les Authieux-sur-Calonne,294,124,25530,,,,,,,,,,
Auvillars,244,101,24590,,,,,,,,,,
Avenay,562,200,25990,,,,,,,,,,
Balleroy-sur-Drôme,1328,569,21650,,,,,,,,,,
Banneville-la-Campagne,258,96,24530,,,,,,,,,,
Malherbe-sur-Ajon,583,220,23890,,,,,,,,,,
Banville,814,317,24820,,,,,,,,,,
Barbery,758,277,24310,,,,,,,,,,
Barbeville,237,97,23980,,,,,,,,,,
Barneville-la-Bertran,101,49,28000,,,,,,,,,,
Baron-sur-Odon,1139,409,26490,,,,,,,,,,
Barou-en-Auge,,,,,,,,,,,,,
Basly,1060,397,27620,,,,,,,,,,
Basseneville,234,96,23240,,,,,,,,,,
Bavent,1862,728,24320,,,,,,,,,,
Bayeux,12680,6803,21430,11990,37780,3.2,17,45,62.3,54.9,38.3,6.9,-16.6
Bazenville,151,67,23920,,,,,,,,,,
La Bazoque,188,77,20330,,,,,,,,,,
Beaumais,150,70,20830,,,,,,,,,,
Beaumesnil,213,83,20660,,,,,,,,,,
Beaumont-en-Auge,352,180,23740,,,,,,,,,,
Bellengreville,1426,592,22520,,,,,,,,,,
Benerville-sur-Mer,483,302,26170,,,,,,,,,,
Bénouville,2028,853,27550,17220,46580,2.7,,72,69.2,61,35.7,2.2,-18.3
Souleuvre en Bocage,8662,3692,21600,13240,32380,2.4,12,45,71.2,63.5,28.4,5.5,-12.3
Bény-sur-Mer,478,180,25020,,,,,,,,,,
Bernesq,217,86,21750,,,,,,,,,,
Bernières-d'Ailly,240,94,20490,,,,,,,,,,
Bernières-sur-Mer,2428,1155,24440,15560,39060,2.5,,60,66.4,57.8,39.1,3.4,-16.2
Biéville-Beuville,3796,1539,28530,16760,51680,3.1,5,70,75.2,69.4,28.1,2.6,-20.2
Beuvillers,1311,580,22590,,,,,,,,,,
Beuvron-en-Auge,187,94,23840,,,,,,,,,,
Blainville-sur-Orne,5767,2702,22010,13390,33250,2.5,11,53,73.4,67.4,30.3,6.3,-13.3
Blangy-le-Château,715,315,23820,,,,,,,,,,
Blay,382,151,24290,,,,,,,,,,
Blonville-sur-Mer,1737,925,23940,,,,,,,,,,
Le Bô,126,51,22830,,,,,,,,,,
La Boissière,187,65,23860,,,,,,,,,,
Bonnebosq,618,301,21100,,,,,,,,,,
Bonnemaison,380,163,23000,,,,,,,,,,
Bonneville-la-Louvet,797,356,23610,,,,,,,,,,
Bonneville-sur-Touques,307,150,29480,,,,,,,,,,
Bonnœil,134,52,22630,,,,,,,,,,
Bons-Tassilly,399,162,23150,,,,,,,,,,
Bougy,388,145,25050,,,,,,,,,,
Boulon,792,321,24850,,,,,,,,,,
Bourgeauville,,,,,,,,,,,,,
Bourguébus,2469,866,23920,15230,36810,2.4,,58,92.3,86.3,12.6,4.9,-14.8
Branville,191,81,25600,,,,,,,,,,
Brémoy,260,90,20810,,,,,,,,,,
Bretteville-le-Rabet,304,103,23840,,,,,,,,,,
Thue et Mue,6261,2454,25100,15750,38480,2.4,6,62,81.5,74.8,23.4,3.6,-15
Bretteville-sur-Laize,1780,738,23220,,,,,,,,,,
Bretteville-sur-Odon,4311,1973,26030,15330,44210,2.9,7,64,70.5,62.1,33.7,3.6,-18.3
Le Breuil-en-Auge,949,422,25140,,,,,,,,,,
Le Breuil-en-Bessin,427,177,22880,,,,,,,,,,
Le Brévedent,170,70,25380,,,,,,,,,,
Bréville-les-Monts,659,271,25510,,,,,,,,,,
Bricqueville,144,56,21510,,,,,,,,,,
Brucourt,114,49,24050,,,,,,,,,,
Bucéels,458,168,24750,,,,,,,,,,
Le Bû-sur-Rouvres,109,47,25780,,,,,,,,,,
Cabourg,3646,2181,22860,12590,40100,3.2,14,55,44.2,38.2,57.5,4.1,-16.7
Caen,86775,48977,21600,10490,41590,4,21,50,71.3,61.8,29.2,7.3,-17.6
Cagny,1984,765,21620,,,,,,,,,,
Cahagnes,1446,555,22760,,,,,,,,,,
Cahagnolles,257,96,23740,,,,,,,,,,
La Caine,148,56,21300,,,,,,,,,,
Cairon,2010,767,30090,18830,50450,2.7,,76,81.2,73.2,28.7,1.8,-19.8
La Cambe,571,246,22150,,,,,,,,,,
Cambes-en-Plaine,1981,793,27960,,,,,,,,,,
Cambremer,1207,541,23690,,,,,,,,,,
Campagnolles,495,198,22940,,,,,,,,,,
Campigny,186,70,23980,,,,,,,,,,
Canapville,213,98,26910,,,,,,,,,,
Canchy,199,84,22710,,,,,,,,,,
Canteloup,184,77,26240,,,,,,,,,,
Carcagny,254,101,25880,,,,,,,,,,
Cardonville,,,,,,,,,,,,,
Carpiquet,3180,1404,22140,13900,34500,2.5,10,51,77.4,70.8,25.7,5.8,-13.4
Cartigny-l'Épinay,301,117,20490,,,,,,,,,,
Castillon,375,142,22510,,,,,,,,,,
Castillon-en-Auge,149,67,22290,,,,,,,,,,
Caumont-sur-Aure,2426,1016,20370,12200,31280,2.6,16,38,73.3,64.1,25.3,7.5,-11.7
Cauvicourt,576,215,24420,,,,,,,,,,
Cauville,168,71,20860,,,,,,,,,,
Cernay,121,59,24490,,,,,,,,,,
Cesny-aux-Vignes,428,167,23690,,,,,,,,,,
Cesny-les-Sources,1318,547,22350,,,,,,,,,,
Chouain,235,93,24860,,,,,,,,,,
Cintheaux,173,68,24830,,,,,,,,,,
Clarbec,314,148,26440,,,,,,,,,,
Clécy,1236,551,21540,,,,,,,,,,
Cléville,385,148,23020,,,,,,,,,,
Colleville-sur-Mer,188,87,21450,,,,,,,,,,
Colleville-Montgomery,2681,1124,26130,15510,42980,2.8,,64,67.6,60,36.4,3,-17.4
Colombelles,6463,2987,19440,11300,30290,2.7,21,41,69.6,63.6,28.1,10.9,-11.6
Colombières,212,94,22660,,,,,,,,,,
Colombiers-sur-Seulles,174,64,25330,,,,,,,,,,
Combray,163,64,22310,,,,,,,,,,
Commes,436,212,25230,,,,,,,,,,
Condé-sur-Ifs,452,169,22850,,,,,,,,,,
Condé-en-Normandie,5854,2891,20430,11920,32880,2.8,17,40,59.2,52.8,39.7,7.1,-11.7
Condé-sur-Seulles,293,105,23100,,,,,,,,,,
Coquainvilliers,840,350,24240,,,,,,,,,,
Cordebugle,137,59,23350,,,,,,,,,,
Cordey,149,59,22190,,,,,,,,,,
Cormelles-le-Royal,4930,2196,23050,13800,35710,2.6,10,55,67.1,61,35.5,5,-14.3
Cormolain,423,179,21030,,,,,,,,,,
Cossesseville,115,52,23000,,,,,,,,,,
Cottun,240,88,25360,,,,,,,,,,
Courcy,136,61,21850,,,,,,,,,,
Courseulles-sur-Mer,4199,2512,23280,13270,38410,2.9,11,54,44.1,37.5,58.4,3.5,-15.2
Courtonne-la-Meurdrac,651,282,23470,,,,,,,,,,
Courtonne-les-Deux-Églises,609,246,22120,,,,,,,,,,
Courvaudon,267,103,21890,,,,,,,,,,
Crépon,232,94,25810,,,,,,,,,,
Cresserons,1058,425,28250,,,,,,,,,,
Cresseveuille,260,99,22950,,,,,,,,,,
Creully sur Seulles,2149,886,24040,15320,34860,2.3,,59,73.2,65.7,31.4,3.7,-14.8
Cricquebœuf,206,102,28340,,,,,,,,,,
Cricqueville-en-Auge,165,67,26190,,,,,,,,,,
Cricqueville-en-Bessin,194,80,22710,,,,,,,,,,
Cristot,207,82,23420,,,,,,,,,,
Crocy,318,130,20810,,,,,,,,,,
Croisilles,616,240,23210,,,,,,,,,,
Crouay,515,206,23630,,,,,,,,,,
Culey-le-Patry,370,162,22170,,,,,,,,,,
Cussy,171,73,26360,,,,,,,,,,
Cuverville,2261,859,23550,14670,34200,2.3,,57,78.5,71.5,26.2,4.9,-14
Damblainville,224,96,22810,,,,,,,,,,
Danestal,329,129,22590,,,,,,,,,,
Deauville,3706,2226,23750,12610,52830,4.2,13,55,42.3,36.3,50.1,3.1,-21.4
Démouville,3122,1326,23070,14410,34580,2.4,8,56,68.1,63,36.4,4.3,-13.3
Le Détroit,,,,,,,,,,,,,
Deux-Jumeaux,,,,,,,,,,,,,
Dives-sur-Mer,4939,2485,19560,11190,32510,2.9,20,41,54,46.3,45.1,7.8,-13
Donnay,317,119,21750,,,,,,,,,,
Douville-en-Auge,203,82,22390,,,,,,,,,,
Douvres-la-Délivrande,4965,2189,25920,14570,44960,3.1,9,62,71.2,62.1,33.8,3.7,-17.3
Dozulé,1944,875,20970,,,,,,,,,,
Drubec,110,50,26830,,,,,,,,,,
Beaufour-Druval,453,193,22830,,,,,,,,,,
Ducy-Sainte-Marguerite,174,70,25020,,,,,,,,,,
Ellon,487,183,23380,,,,,,,,,,
Émiéville,627,234,25440,,,,,,,,,,
Englesqueville-en-Auge,125,61,30430,,,,,,,,,,
Englesqueville-la-Percée,,,,,,,,,,,,,
Épaney,478,186,22820,,,,,,,,,,
Épinay-sur-Odon,628,242,25200,,,,,,,,,,
Épron,1490,669,29720,,,,,,,,,,
Équemauville,1070,497,27050,,,,,,,,,,
Eraines,305,117,26400,,,,,,,,,,
Ernes,304,124,21700,,,,,,,,,,
Escoville,865,342,25090,,,,,,,,,,
Espins,264,101,24960,,,,,,,,,,
Esquay-Notre-Dame,1482,533,25050,,,,,,,,,,
Esquay-sur-Seulles,296,127,23790,,,,,,,,,,
Esson,543,204,22250,,,,,,,,,,
Estrées-la-Campagne,255,91,25670,,,,,,,,,,
Éterville,1617,640,26560,,,,,,,,,,
Étréham,318,123,23530,,,,,,,,,,
Évrecy,1879,738,25620,,,,,,,,,,
Falaise,7411,3690,20500,11460,33640,2.9,19,41,62.9,56.2,34.8,8.5,-12.8
Fauguernon,228,106,26580,,,,,,,,,,
Le Faulq,315,127,24130,,,,,,,,,,
Feuguerolles-Bully,1520,588,26070,,,,,,,,,,
Fierville-les-Parcs,231,94,24280,,,,,,,,,,
Firfol,351,154,23730,,,,,,,,,,
Fleury-sur-Orne,4763,2291,21780,12160,36780,3,16,49,74.7,66.5,25.2,6.8,-15.2
La Folie,114,46,21120,,,,,,,,,,
La Folletière-Abenon,134,62,22850,,,,,,,,,,
Fontaine-Étoupefour,2951,1125,27940,17900,44850,2.5,,72,85.3,78.2,23.1,2.8,-17.4
Fontaine-Henry,503,204,24430,,,,,,,,,,
Fontaine-le-Pin,364,133,23770,,,,,,,,,,
Fontenay-le-Marmion,2038,794,23770,15180,34960,2.3,,58,79.4,73.4,25,4.1,-13.6
Fontenay-le-Pesnel,1217,454,24300,,,,,,,,,,
Formentin,247,96,22850,,,,,,,,,,
Formigny La Bataille,731,297,22330,,,,,,,,,,
Foulognes,226,84,21400,,,,,,,,,,
Fourches,221,80,21560,,,,,,,,,,
Fourneaux-le-Val,149,58,24740,,,,,,,,,,
Le Fournet,,,,,,,,,,,,,
Fourneville,498,191,25890,,,,,,,,,,
Frénouville,2013,778,23250,14610,32970,2.3,,56,78.3,71.9,27.1,4.1,-13.5
Le Fresne-Camilly,970,359,28130,,,,,,,,,,
Fresné-la-Mère,594,218,22530,,,,,,,,,,
Fresney-le-Puceux,806,300,25080,,,,,,,,,,
Fresney-le-Vieux,289,113,23360,,,,,,,,,,
Fumichon,243,103,25620,,,,,,,,,,
Gavrus,551,189,24980,,,,,,,,,,
Géfosse-Fontenay,123,57,25820,,,,,,,,,,
Genneville,781,316,24970,,,,,,,,,,
Giberville,4696,2035,21510,13180,32900,2.5,13,50,70.1,65,31.8,6.3,-12.3
Glanville,150,66,28830,,,,,,,,,,
Glos,914,374,22950,,,,,,,,,,
Gonneville-sur-Honfleur,838,341,28220,,,,,,,,,,
Gonneville-sur-Mer,625,297,29820,,,,,,,,,,
Gonneville-en-Auge,369,159,26030,,,,,,,,,,
Goustranville,253,96,21730,,,,,,,,,,
Gouvix,793,333,22050,,,,,,,,,,
Grainville-Langannerie,786,309,22910,,,,,,,,,,
Grainville-sur-Odon,1041,409,24770,,,,,,,,,,
Grandcamp-Maisy,1499,837,22590,,,,,,,,,,
Grangues,273,119,24990,,,,,,,,,,
Graye-sur-Mer,710,286,24360,,,,,,,,,,
Grentheville,1001,384,24350,,,,,,,,,,
Grimbosq,293,124,23510,,,,,,,,,,
Guéron,232,97,25900,,,,,,,,,,
Hermanville-sur-Mer,3341,1463,26180,16050,43030,2.7,,68,70.6,63.5,36.3,2.5,-17.4
Hermival-les-Vaux,814,334,24050,,,,,,,,,,
Hérouville-Saint-Clair,19382,9516,18840,10240,32440,3.2,27,42,67.6,60.9,30,11,-13
Hérouvillette,1338,559,24560,,,,,,,,,,
Heuland,104,41,23710,,,,,,,,,,
La Hoguette,638,249,22610,,,,,,,,,,
Honfleur,6977,3633,20840,11720,38320,3.3,18,45,63.7,56.4,35.5,6.4,-15.4
L'Hôtellerie,261,119,21360,,,,,,,,,,
Hotot-en-Auge,255,124,25200,,,,,,,,,,
Hottot-les-Bagues,485,194,23460,,,,,,,,,,
La Houblonnière,312,116,23100,,,,,,,,,,
Houlgate,2069,1179,24440,13360,43780,3.3,11,57,44,36.9,56.1,3.1,-17.3
Ifs,10645,4716,22310,12460,36310,2.9,14,52,72.5,66.2,28.8,7.2,-14.2
Isigny-sur-Mer,3451,1697,20930,11610,31350,2.7,18,41,60.9,51.2,39,6.8,-12.6
Les Isles-Bardel,,,,,,,,,,,,,
Janville,364,157,28060,,,,,,,,,,
Jort,296,128,21340,,,,,,,,,,
Juaye-Mondaye,675,268,24520,,,,,,,,,,
Dialan sur Chaîne,993,402,21460,,,,,,,,,,
Juvigny-sur-Seulles,,,,,,,,,,,,,
Laize-Clinchamps,2065,770,25140,15750,36630,2.3,,64,80.1,74.7,24.9,4.1,-15.2
Landelles-et-Coupigny,779,373,20550,,,,,,,,,,
Landes-sur-Ajon,434,155,23460,,,,,,,,,,
Langrune-sur-Mer,2094,1001,25310,14940,40650,2.7,,64,63.9,56.5,40.1,3.2,-16.5
Ponts sur Seulles,1226,477,24830,,,,,,,,,,
Terres de Druance,932,378,20630,,,,,,,,,,
Léaupartie,,,,,,,,,,,,,
Leffard,197,72,20710,,,,,,,,,,
Lessard-et-le-Chêne,153,70,21880,,,,,,,,,,
Lingèvres,467,186,25400,,,,,,,,,,
Lion-sur-Mer,2598,1235,25200,15310,42530,2.8,,63,64.5,56.4,36.6,3.1,-16.7
Lisieux,17676,9737,19440,10770,32640,3,22,39,61.2,53.8,36.4,9.5,-12.6
Lison,441,205,19890,,,,,,,,,,
Lisores,238,120,21810,,,,,,,,,,
Litteau,260,115,22040,,,,,,,,,,
Le Molay-Littry,2909,1323,21230,13080,32410,2.5,13,43,64.5,55.6,35.8,6.1,-12.5
Livarot-Pays-d'Auge,5999,2679,20820,12030,33440,2.8,17,43,68.2,56,33.4,5.8,-14
Les Loges,136,54,20480,,,,,,,,,,
Les Loges-Saulces,165,64,22690,,,,,,,,,,
Longues-sur-Mer,614,254,22900,,,,,,,,,,
Longueville,261,110,22110,,,,,,,,,,
Longvillers,362,150,23300,,,,,,,,,,
Loucelles,206,76,25320,,,,,,,,,,
Louvagny,,,,,,,,,,,,,
Louvigny,2559,1111,25630,15510,43230,2.8,,64,73.8,66.2,29.6,3.9,-16.6
Luc-sur-Mer,3339,1638,26180,14590,44020,3,9,62,60.7,53.3,42.3,3.1,-17.7
Magny-en-Bessin,169,61,24320,,,,,,,,,,
Maisoncelles-Pelvey,262,102,24920,,,,,,,,,,
Maisoncelles-sur-Ajon,201,73,21730,,,,,,,,,,
Maisons,424,166,24930,,,,,,,,,,
Maizet,376,135,23350,,,,,,,,,,
Maizières,460,169,22370,,,,,,,,,,
Maltot,1012,374,26280,,,,,,,,,,
Mandeville-en-Bessin,321,128,23750,,,,,,,,,,
Manerbe,512,210,24940,,,,,,,,,,
Manneville-la-Pipard,305,130,26800,,,,,,,,,,
Le Manoir,210,71,24980,,,,,,,,,,
Manvieux,137,59,23660,,,,,,,,,,
Le Marais-la-Chapelle,,,,,,,,,,,,,
Marolles,718,299,22970,,,,,,,,,,
Martainville,,,,,,,,,,,,,
Martigny-sur-l'Ante,308,123,23610,,,,,,,,,,
Moulins-en-Bessin,1180,436,25720,,,,,,,,,,
Mathieu,2442,964,32520,18490,62690,3.4,,76,72.9,63.4,29.4,1.5,-24.4
Saint-Martin-de-May,4486,1812,24120,15520,35540,2.3,6,58,72.7,67.5,30.8,4,-14.6
Merville-Franceville-Plage,2354,1184,25440,13860,43790,3.2,10,58,59.1,51.6,44,2.8,-17.8
Méry-Bissières-en-Auge,1057,452,21960,,,,,,,,,,
Meslay,306,112,24650,,,,,,,,,,
Le Mesnil-au-Grain,,,,,,,,,,,,,
Le Mesnil-Eudes,232,103,23340,,,,,,,,,,
Le Mesnil-Guillaume,525,221,24840,,,,,,,,,,
Le Mesnil-Robert,194,73,22530,,,,,,,,,,
Le Mesnil-Simon,153,65,23830,,,,,,,,,,
Le Mesnil-sur-Blangy,181,73,28550,,,,,,,,,,
Le Mesnil-Villement,298,138,20360,,,,,,,,,,
Meuvaines,141,60,22470,,,,,,,,,,
Mézidon Vallée d'Auge,9082,3916,20780,12550,32100,2.6,15,42,71.1,64.2,29.7,6.7,-12.6
Les Monceaux,177,68,24120,,,,,,,,,,
Monceaux-en-Bessin,601,233,25510,,,,,,,,,,
Mondeville,9330,4769,21760,12840,33410,2.6,13,49,69.1,63.5,32.5,6.6,-12.9
Mondrainville,576,204,25240,,,,,,,,,,
Monfréville,103,43,21570,,,,,,,,,,
Montfiquet,,,,,,,,,,,,,
Montigny,,,,,,,,,,,,,
Montreuil-en-Auge,,,,,,,,,,,,,
Monts-en-Bessin,405,163,24700,,,,,,,,,,
Morteaux-Coulibœuf,589,242,21210,,,,,,,,,,
Mosles,349,141,22480,,,,,,,,,,
Mouen,1812,693,24660,,,,,,,,,,
Moulines,253,96,22490,,,,,,,,,,
Moult-Chicheboville,3327,1220,22530,13890,34030,2.4,10,53,81.6,74.8,21.1,6,-13.4
Les Moutiers-en-Auge,116,45,20760,,,,,,,,,,
Les Moutiers-en-Cinglais,464,162,24900,,,,,,,,,,
Moyaux,1381,624,21710,,,,,,,,,,
Mutrécy,575,189,25010,,,,,,,,,,
Nonant,533,198,26620,,,,,,,,,,
Norolles,365,140,26080,,,,,,,,,,
Noron-l'Abbaye,264,104,22840,,,,,,,,,,
Noron-la-Poterie,342,142,22610,,,,,,,,,,
Norrey-en-Auge,,,,,,,,,,,,,
Notre-Dame-de-Livaye,107,48,24600,,,,,,,,,,
Notre-Dame-d'Estrées-Corbon,194,80,23840,,,,,,,,,,
Val d'Arry,2383,929,24700,15780,38200,2.4,,59,75.3,68.2,24.5,3.2,-15.1
Olendon,190,79,22610,,,,,,,,,,
Orbec,1742,909,19430,,,,,,,,,,
Osmanville,500,216,20150,,,,,,,,,,
Ouézy,222,98,24910,,,,,,,,,,
Ouffières,206,76,23700,,,,,,,,,,
Ouilly-du-Houley,224,90,25730,,,,,,,,,,
Ouilly-le-Tesson,582,229,22690,,,,,,,,,,
Ouilly-le-Vicomte,806,355,24100,,,,,,,,,,
Ouistreham,9210,4873,24050,13730,40950,3,10,58,55,48.4,47.7,3.7,-15.9
Parfouru-sur-Odon,205,79,26860,,,,,,,,,,
Pennedepie,289,130,25020,,,,,,,,,,
Périers-en-Auge,128,56,27070,,,,,,,,,,
Périers-sur-le-Dan,590,236,32160,,,,,,,,,,
Périgny,,,,,,,,,,,,,
Perrières,332,124,22860,,,,,,,,,,
Pertheville-Ners,224,91,23910,,,,,,,,,,
Petiville,545,211,26400,,,,,,,,,,
Pierrefitte-en-Auge,169,61,24330,,,,,,,,,,
Pierrefitte-en-Cinglais,242,112,21200,,,,,,,,,,
Pierrepont,,,,,,,,,,,,,
Le Pin,766,299,22260,,,,,,,,,,
Planquery,246,103,19800,,,,,,,,,,
Plumetot,201,86,32250,,,,,,,,,,
La Pommeraye,,,,,,,,,,,,,
Pont-Bellanger,,,,,,,,,,,,,
Pontécoulant,,,,,,,,,,,,,
Pont-l'Évêque,4441,2229,21620,12970,35680,2.8,13,45,68.2,58.5,33.3,5.1,-14.1
Port-en-Bessin-Huppain,1839,966,21460,,,,,,,,,,
Potigny,1938,887,21040,,,,,,,,,,
Préaux-Bocage,114,43,25630,,,,,,,,,,
Le Pré-d'Auge,815,329,23820,,,,,,,,,,
Prêtreville,351,146,24890,,,,,,,,,,
Putot-en-Auge,284,129,25410,,,,,,,,,,
Belle Vie en Auge,455,194,21040,,,,,,,,,,
Quetteville,330,143,25250,,,,,,,,,,
Ranchy,268,101,24010,,,,,,,,,,
Ranville,2120,884,25260,16280,41750,2.6,,63,66.8,58.9,32,2.8,-16.6
Rapilly,,,,,,,,,,,,,
Repentigny,,,,,,,,,,,,,
Reux,377,161,25630,,,,,,,,,,
Reviers,614,252,25630,,,,,,,,,,
La Rivière-Saint-Sauveur,2544,1243,23480,14420,39370,2.7,9,56,76.6,68.4,28.1,4,-16
Castine-en-Plaine,1663,629,24730,,,,,,,,,,
Rocques,239,109,29570,,,,,,,,,,
La Roque-Baignard,,,,,,,,,,,,,
Rosel,656,261,30640,,,,,,,,,,
Rots,2537,991,27800,17620,45550,2.6,,68,80.7,70.8,25.1,2.5,-19.9
Rouvres,206,79,24940,,,,,,,,,,
Rubercy,148,54,20150,,,,,,,,,,
Rumesnil,,,,,,,,,,,,,
Ryes,514,214,23810,,,,,,,,,,
Le Castelet,1729,620,24900,,,,,,,,,,
Saint-André-d'Hébertot,453,177,23330,,,,,,,,,,
Saint-André-sur-Orne,1623,667,23600,,,,,,,,,,
Saint-Arnoult,984,530,24760,,,,,,,,,,
Saint-Aubin-d'Arquenay,1154,450,26690,,,,,,,,,,
Saint-Aubin-des-Bois,238,107,20260,,,,,,,,,,
Saint-Aubin-sur-Mer,2413,1183,25140,14390,46680,3.2,8,61,58.5,49.8,40.2,3.2,-17.1
Saint-Benoît-d'Hébertot,489,175,22500,,,,,,,,,,
Saint-Côme-de-Fresné,276,127,24910,,,,,,,,,,
Saint-Contest,2472,957,29500,16020,53280,3.3,,70,74.9,66.9,30,2.5,-19.9
Sainte-Croix-sur-Mer,253,95,27360,,,,,,,,,,
