region_name,num_persons_fiscal_households,num_households,median_living_standard_eur,d1_living_standard_eur,d9_living_standard_eur,interdecile_ratio_d9_d1,poverty_rate_pct_60med,share_taxed_households_pct,share_activity_income_pct,share_wages_pct,share_pensions_pct,share_social_benefits_pct,share_direct_taxes_pct
Bannières,203,75,29020,,,,,,,,,,
Barre,220,97,17970,,,,,,,,,,
Beauvais-sur-Tescou,363,142,21770,,,,,,,,,,
Belcastel,227,88,28740,,,,,,,,,,
Bellegarde-Marsal,643,274,22060,,,,,,,,,,
Belleserre,159,66,23630,,,,,,,,,,
Berlats,116,58,17220,,,,,,,,,,
Bernac,181,77,24090,,,,,,,,,,
Bertre,118,47,23950,,,,,,,,,,
Le Bez,909,389,22380,,,,,,,,,,
Blan,1015,421,21670,,,,,,,,,,
Blaye-les-Mines,2835,1434,19270,11290,29240,2.6,20,34,55.5,49.9,40.4,9.3,-10.4
Boissezon,395,202,18090,,,,,,,,,,
Bournazel,210,82,21170,,,,,,,,,,
Bout-du-Pont-de-Larn,1263,537,23140,,,,,,,,,,
Brassac,1241,633,20980,,,,,,,,,,
Brens,2394,967,23900,14640,37880,2.6,8,54,76.8,67.9,26.3,3.7,-15.7
Briatexte,1912,846,21110,,,,,,,,,,
Brousse,453,184,20420,,,,,,,,,,
Broze,,,,,,,,,,,,,
Burlats,2109,915,22910,13070,38220,2.9,12,51,70.2,62.7,31.4,4.3,-14.7
Busque,724,298,22350,,,,,,,,,,
Cabanès,296,107,21780,,,,,,,,,,
Les Cabannes,368,181,17840,,,,,,,,,,
Cadalen,1392,580,23820,,,,,,,,,,
Cadix,207,96,18870,,,,,,,,,,
Cagnac-les-Mines,2339,1101,21390,12800,32350,2.5,13,44,66.4,57.2,34.2,5.2,-12.6
Cahuzac,197,86,20930,,,,,,,,,,
Cambon-lès-Lavaur,346,131,24320,,,,,,,,,,
Cahuzac-sur-Vère,1146,540,20900,,,,,,,,,,
Cambon,2168,861,25670,16350,39700,2.4,,64,77,67.5,28.4,3,-15.1
Cambounès,337,170,19730,,,,,,,,,,
Cambounet-sur-le-Sor,1008,412,23650,,,,,,,,,,
Les Cammazes,377,178,19370,,,,,,,,,,
Campagnac,150,61,21910,,,,,,,,,,
Carbes,252,96,23980,,,,,,,,,,
Carlus,657,286,24090,,,,,,,,,,
Carmaux,9421,4910,19350,10810,31420,2.9,23,34,52.5,45.8,43.1,9.1,-11.1
Castanet,201,87,24220,,,,,,,,,,
Fontrieu,970,501,19120,,,,,,,,,,
Castelnau-de-Lévis,1550,660,24500,,,,,,,,,,
Castelnau-de-Montmiral,1042,458,21490,,,,,,,,,,
Castres,40069,19395,20940,10980,37120,3.4,21,43,63.3,54.1,35.2,7.8,-14.5
Caucalières,295,132,21450,,,,,,,,,,
Cestayrols,453,216,22220,,,,,,,,,,
Combefa,173,70,23080,,,,,,,,,,
Cordes-sur-Ciel,805,464,19430,,,,,,,,,,
Coufouleux,2970,1180,23620,13890,38690,2.8,10,53,76.3,67,26.6,4.2,-14.9
Courris,,,,,,,,,,,,,
Crespin,,,,,,,,,,,,,
Crespinet,167,82,22500,,,,,,,,,,
Cunac,1606,667,24140,,,,,,,,,,
Cuq,477,192,22090,,,,,,,,,,
Cuq-Toulza,705,272,22200,,,,,,,,,,
Curvalle,379,205,17700,,,,,,,,,,
Damiatte,1047,457,21040,,,,,,,,,,
Dénat,810,338,23140,,,,,,,,,,
Donnazac,,,,,,,,,,,,,
Dourgne,1179,560,21630,,,,,,,,,,
Le Dourn,,,,,,,,,,,,,
Durfort,246,122,19260,,,,,,,,,,
Escoussens,625,281,21870,,,,,,,,,,
Lacapelle-Escroux,,,,,,,,,,,,,
Espérausses,135,69,16270,,,,,,,,,,
Fayssac,305,130,24000,,,,,,,,,,
Fauch,540,220,22900,,,,,,,,,,
Faussergues,135,66,18880,,,,,,,,,,
Fénols,243,101,22910,,,,,,,,,,
Fiac,906,391,24050,,,,,,,,,,
Florentin,674,284,23770,,,,,,,,,,
Fraissines,,,,,,,,,,,,,
Frausseilles,,,,,,,,,,,,,
Le Fraysse,404,188,20800,,,,,,,,,,
Fréjairolles,1368,559,25590,,,,,,,,,,
Fréjeville,707,265,25380,,,,,,,,,,
Gaillac,14806,7174,20780,11240,34870,3.1,19,43,63.2,55,34.9,7.4,-13.3
Garrevaques,387,163,22920,,,,,,,,,,
Le Garric,1290,546,22310,,,,,,,,,,
Garrigues,320,124,25450,,,,,,,,,,
Gijounet,129,62,21170,,,,,,,,,,
Giroussens,1613,648,25680,,,,,,,,,,
Graulhet,12434,5713,18800,10790,30330,2.8,24,33,59.3,51.6,36.2,9.3,-11.1
Grazac,626,249,25130,,,,,,,,,,
Itzac,164,75,21970,,,,,,,,,,
Jonquières,405,184,21980,,,,,,,,,,
Jouqueviel,,,,,,,,,,,,,
Labarthe-Bleys,,,,,,,,,,,,,
Labastide-de-Lévis,967,430,23550,,,,,,,,,,
Labastide-Gabausse,512,214,24090,,,,,,,,,,
Labastide-Rouairoux,1328,687,17620,,,,,,,,,,
Labastide-Saint-Georges,2036,827,24120,14240,37390,2.6,,55,71.6,63.9,32.1,4.2,-14.8
Labessière-Candeil,712,297,22450,,,,,,,,,,
Laboulbène,145,63,25400,,,,,,,,,,
Laboutarie,502,210,20890,,,,,,,,,,
Labruguière,6610,2920,21070,12930,32930,2.5,13,43,67.1,59.8,32.3,6.4,-12.6
Lacabarède,285,144,18140,,,,,,,,,,
Lacapelle-Pinet,,,,,,,,,,,,,
Lacapelle-Ségalar,,,,,,,,,,,,,
Lacaune,2313,1102,21900,12920,34570,2.7,13,48,65.9,58.5,34.2,4.1,-14.1
Lacaze,291,150,17220,,,,,,,,,,
Lacougotte-Cadoul,174,75,24360,,,,,,,,,,
Lacroisille,99,55,21740,,,,,,,,,,
Lacrouzette,1597,736,21740,,,,,,,,,,
Lagardiolle,226,100,19460,,,,,,,,,,
Lagarrigue,1812,843,22790,,,,,,,,,,
Lagrave,2232,895,24610,14550,39700,2.7,,57,74.6,65.1,30,3.4,-16
Guitalens-L'Albarède,890,387,21250,,,,,,,,,,
Lamillarié,448,182,24160,,,,,,,,,,
Lamontélarié,,,,,,,,,,,,,
Laparrouquial,,,,,,,,,,,,,
Larroque,148,87,23810,,,,,,,,,,
Lasfaillades,,,,,,,,,,,,,
Lasgraisses,498,208,21280,,,,,,,,,,
Lautrec,1654,719,22500,,,,,,,,,,
Lavaur,10745,5071,22770,12800,38370,3,14,48,67,59.6,33,5.9,-14.9
Lédas-et-Penthiès,142,61,20280,,,,,,,,,,
Lempaut,883,366,22090,,,,,,,,,,
Lescout,746,276,22110,,,,,,,,,,
Lescure-d'Albigeois,4610,1999,22770,13570,35380,2.6,11,51,63.2,55.9,36.5,4.9,-13.6
Lisle-sur-Tarn,4639,2100,22120,12720,36050,2.8,13,47,69.7,60.2,29.4,5.6,-13.9
Livers-Cazelles,213,101,20180,,,,,,,,,,
Lombers,1098,452,21980,,,,,,,,,,
Loubers,,,,,,,,,,,,,
Loupiac,463,186,24060,,,,,,,,,,
Lugan,405,156,28100,,,,,,,,,,
Magrin,147,59,21700,,,,,,,,,,
Mailhoc,274,115,23060,,,,,,,,,,
Marnaves,,,,,,,,,,,,,
Marssac-sur-Tarn,3328,1499,24090,13780,37460,2.7,10,52,65.9,58.1,35.5,4.3,-14.2
Marzens,303,116,26340,,,,,,,,,,
Le Masnau-Massuguiès,272,128,16780,,,,,,,,,,
Massac-Séran,519,176,25530,,,,,,,,,,
Massaguel,399,191,20890,,,,,,,,,,
Massals,114,51,19730,,,,,,,,,,
Maurens-Scopont,147,59,25240,,,,,,,,,,
Mazamet,9175,4782,19140,10520,32480,3.1,24,37,56.4,46.9,40.4,8.6,-13
Mézens,528,210,25560,,,,,,,,,,
Milhars,233,125,19270,,,,,,,,,,
Milhavet,,,,,,,,,,,,,
Miolles,,,,,,,,,,,,,
Mirandol-Bourgnounac,1027,506,20780,,,,,,,,,,
Missècle,,,,,,,,,,,,,
Monestiés,1173,555,21810,,,,,,,,,,
Montans,1440,591,23840,,,,,,,,,,
Montauriol,,,,,,,,,,,,,
Montcabrier,300,110,26750,,,,,,,,,,
Montdragon,571,230,21780,,,,,,,,,,
Montdurausse,370,154,20280,,,,,,,,,,
Montels,,,,,,,,,,,,,
Montfa,482,180,23330,,,,,,,,,,
Montgaillard,357,148,22450,,,,,,,,,,
Montgey,272,118,24220,,,,,,,,,,
Montirat,260,130,19490,,,,,,,,,,
Montpinier,175,71,22670,,,,,,,,,,
Montredon-Labessonnié,2043,913,20100,11000,33640,3.1,21,34,63.1,52.4,35.3,5.6,-11.3
Mont-Roc,181,83,20730,,,,,,,,,,
Montrosier,,,,,,,,,,,,,
Montvalen,242,103,23320,,,,,,,,,,
Moularès,244,121,19570,,,,,,,,,,
Moulayrès,209,83,22090,,,,,,,,,,
Moulin-Mage,298,141,23150,,,,,,,,,,
Mouzens,124,51,25180,,,,,,,,,,
Mouzieys-Teulet,448,188,21950,,,,,,,,,,
Mouzieys-Panens,237,112,20140,,,,,,,,,,
Murat-sur-Vèbre,783,367,19590,,,,,,,,,,
Nages,325,166,21100,,,,,,,,,,
Navès,701,299,25080,,,,,,,,,,
Noailhac,853,386,22710,,,,,,,,,,
Noailles,195,93,21890,,,,,,,,,,
Orban,307,128,23550,,,,,,,,,,
Padiès,144,76,19830,,,,,,,,,,
Palleville,463,197,21450,,,,,,,,,,
Pampelonne,829,389,21380,,,,,,,,,,
Parisot,993,383,24610,,,,,,,,,,
Paulinet,478,219,19590,,,,,,,,,,
Payrin-Augmontel,2250,989,22520,14470,35090,2.4,,49,62.9,57.5,38.9,3.7,-13.2
Péchaudier,187,81,22020,,,,,,,,,,
Penne,547,273,20360,,,,,,,,,,
Peyregoux,,,,,,,,,,,,,
Peyrole,512,208,24370,,,,,,,,,,
Pont-de-Larn,3004,1343,22740,13530,37240,2.8,11,50,67.3,56.4,34.5,4,-14.8
Poudis,268,102,20730,,,,,,,,,,
Poulan-Pouzols,483,200,22820,,,,,,,,,,
Prades,128,55,23420,,,,,,,,,,
Pratviel,,,,,,,,,,,,,
Puéchoursi,115,50,25990,,,,,,,,,,
Puybegon,644,263,23540,,,,,,,,,,
Puycalvel,216,88,19600,,,,,,,,,,
Puycelsi,436,217,19500,,,,,,,,,,
Puygouzon,3458,1481,25950,15840,47590,3,6,62,65.1,55.5,35.3,2.4,-18.8
Puylaurens,3238,1473,21510,12130,35090,2.9,15,45,65.3,54,31.4,6,-13.6
Rabastens,5767,2563,23190,12850,38270,3,13,49,72.5,62.2,27.4,4.9,-15.2
Rayssac,202,92,18110,,,,,,,,,,
Réalmont,3369,1637,21240,11750,34490,2.9,16,40,60.1,53.1,33.7,6.9,-12.5
Le Rialet,,,,,,,,,,,,,
Le Riols,101,58,16440,,,,,,,,,,
Rivières,1084,472,23330,,,,,,,,,,
Roquecourbe,2189,1028,20930,13110,31800,2.4,12,40,64.9,58.2,36,5.2,-12
Roquemaure,460,179,25330,,,,,,,,,,
Roquevidal,152,57,25670,,,,,,,,,,
Rosières,730,326,22620,,,,,,,,,,
Rouairoux,350,162,21350,,,,,,,,,,
Rouffiac,602,251,23700,,,,,,,,,,
Terre-de-Bancalié,1639,701,21490,,,,,,,,,,
Roussayrolles,,,,,,,,,,,,,
Saint-Affrique-les-Montagnes,774,320,23890,,,,,,,,,,
Saint-Agnan,325,118,24940,,,,,,,,,,
Saint-Amancet,172,83,22440,,,,,,,,,,
Saint-Amans-Soult,1488,707,20420,,,,,,,,,,
Saint-Amans-Valtoret,853,427,21520,,,,,,,,,,
Saint-André,,,,,,,,,,,,,
Saint-Avit,261,100,21680,,,,,,,,,,
Saint-Beauzile,100,55,22750,,,,,,,,,,
Saint-Benoît-de-Carmaux,2019,974,18710,11120,29060,2.6,23,31,56.6,50.5,38.6,10.5,-10
Saint-Christophe,122,64,16400,,,,,,,,,,
Sainte-Cécile-du-Cayrou,108,50,19820,,,,,,,,,,
Saint-Cirgue,195,87,16990,,,,,,,,,,
Saint-Gauzens,883,345,22650,,,,,,,,,,
Sainte-Gemme,847,363,21050,,,,,,,,,,
Saint-Genest-de-Contest,280,99,22710,,,,,,,,,,
Saint-Germain-des-Prés,910,352,22110,,,,,,,,,,
Saint-Germier,170,62,25050,,,,,,,,,,
Saint-Grégoire,433,186,22910,,,,,,,,,,
Saint-Jean-de-Marcel,343,151,21300,,,,,,,,,,
Saint-Jean-de-Rives,523,190,28420,,,,,,,,,,
Saint-Jean-de-Vals,,,,,,,,,,,,,
Saint-Juéry,6514,3249,20770,11970,33320,2.8,17,42,59.3,53.1,39,7.6,-12.1
Saint-Julien-du-Puy,433,187,21690,,,,,,,,,,
Saint-Julien-Gaulène,206,95,22010,,,,,,,,,,
Saint-Lieux-lès-Lavaur,1193,447,25800,,,,,,,,,,
Saint-Marcel-Campes,205,94,22450,,,,,,,,,,
Saint-Martin-Laguépie,343,174,18880,,,,,,,,,,
Saint-Michel-Labadié,,,,,,,,,,,,,
Saint-Michel-de-Vax,,,,,,,,,,,,,
Saint-Paul-Cap-de-Joux,1068,488,21630,,,,,,,,,,
Saint-Pierre-de-Trivisy,523,263,19040,,,,,,,,,,
Saint-Salvi-de-Carcavès,,,,,,,,,,,,,
Saint-Salvy-de-la-Balme,525,271,21050,,,,,,,,,,
Saint-Sernin-lès-Lavaur,168,68,23410,,,,,,,,,,
Saint-Sulpice-la-Pointe,9532,3876,24520,14840,37970,2.6,8,58,83.1,76.7,21.9,4.3,-15.1
Saint-Urcisse,216,102,18250,,,,,,,,,,
Saïx,3559,1571,23070,14690,37590,2.6,8,55,67.9,59.7,34,4,-14.7
Saliès,794,321,25070,,,,,,,,,,
Salles,158,83,19630,,,,,,,,,,
Salvagnac,1127,503,20360,,,,,,,,,,
Saussenac,589,228,21790,,,,,,,,,,
Sauveterre,189,81,20560,,,,,,,,,,
La Sauzière-Saint-Jean,246,114,19450,,,,,,,,,,
Le Ségur,246,123,19960,,,,,,,,,,
Sémalens,1998,887,22270,,,,,49,,,,,
Senaux,,,,,,,,,,,,,
Senouillac,1127,461,22670,,,,,,,,,,
Le Sequestre,1930,899,22450,,,,,,,,,,
Sérénac,351,167,21060,,,,,,,,,,
Serviès,509,232,21860,,,,,,,,,,
Sieurac,264,98,21950,,,,,,,,,,
Sorèze,2802,1310,21250,12490,36210,2.9,15,45,64.1,55.9,34.1,5.4,-13.8
Soual,2634,1214,21550,12950,34070,2.6,13,43,65.3,59.1,31.8,7.2,-13.5
Souel,157,73,21160,,,,,,,,,,
Taïx,487,200,22280,,,,,,,,,,
Tanus,523,236,20590,,,,,,,,,,
Tauriac,367,142,22670,,,,,,,,,,
Técou,1099,410,24150,,,,,,,,,,
Teillet,427,206,19600,,,,,,,,,,
Terssac,1213,541,25470,,,,,,,,,,
Teulat,517,200,25870,,,,,,,,,,
Teyssode,382,157,23340,,,,,,,,,,
Tonnac,98,51,20670,,,,,,,,,,
Tréban,,,,,,,,,,,,,
Trébas,318,173,19950,,,,,,,,,,
Trévien,184,90,20380,,,,,,,,,,
Vabre,749,372,18560,,,,,,,,,,
Valderiès,808,374,22000,,,,,,,,,,
Valdurenque,875,363,21800,,,,,,,,,,
Valence-d'Albigeois,1049,490,20910,,,,,,,,,,
Vaour,340,154,16800,,,,,,,,,,
Veilhes,138,52,27950,,,,,,,,,,
Vénès,744,311,22420,,,,,,,,,,
Verdalle,929,402,21050,,,,,,,,,,
Le Verdier,207,94,21350,,,,,,,,,,
Viane,493,249,19960,,,,,,,,,,
Vielmur-sur-Agout,1386,596,22920,,,,,,,,,,
Vieux,213,93,20590,,,,,,,,,,
Villefranche-d'Albigeois,1137,517,22070,,,,,,,,,,
Villeneuve-lès-Lavaur,161,75,22860,,,,,,,,,,
Villeneuve-sur-Vère,513,213,23660,,,,,,,,,,
Vindrac-Alayrac,147,73,20790,,,,,,,,,,
Le Vintrou,,,,,,,,,,,,,
Virac,195,97,20090,,,,,,,,,,
Viterbe,354,149,24160,,,,,,,,,,
Viviers-lès-Lavaur,257,99,25780,,,,,,,,,,
Viviers-lès-Montagnes,2065,852,23600,14790,37620,2.5,,55,72.3,65.7,29.3,4.4,-14
Sainte-Croix,399,163,25110,,,,,,,,,,
Albefeuille-Lagarde,584,257,22150,,,,,,,,,,
Albias,3346,1412,21070,12040,34080,2.8,15,45,68.1,59.5,29.5,6.5,-13.4
Angeville,236,89,22210,,,,,,,,,,
Asques,117,57,20990,,,,,,,,,,
Aucamville,1530,610,23720,,,,,,,,,,
Auterive,,,,,,,,,,,,,
Auty,139,63,19560,,,,,,,,,,
Auvillar,916,432,21660,,,,,,,,,,
Balignac,,,,,,,,,,,,,
Bardigues,240,103,22340,,,,,,,,,,
Barry-d'Islemade,934,358,21210,,,,,,,,,,
Les Barthes,588,217,20930,,,,,,,,,,
Beaumont-de-Lomagne,3460,1648,20530,11240,34350,3.1,19,41,61.7,51.4,35.7,6.8,-12.8
Beaupuy,266,108,24230,,,,,,,,,,
Belbèze-en-Lomagne,141,58,23190,,,,,,,,,,
Belvèze,156,78,22380,,,,,,,,,,
Bessens,1491,537,24800,,,,,,,,,,
Bioule,1237,486,22710,,,,,,,,,,
Boudou,736,305,22740,,,,,,,,,,
Bouillac,617,247,22250,,,,,,,,,,
Bouloc-en-Quercy,195,92,21790,,,,,,,,,,
Bourg-de-Visa,373,192,16950,,,,,,,,,,
Bourret,948,393,21590,,,,,,,,,,
Brassac,243,114,22510,,,,,,,,,,
Bressols,3915,1593,23430,14230,37030,2.6,9,56,77.3,69.4,24.9,4.5,-14.7
Bruniquel,629,332,21520,,,,,,,,,,
Campsas,1493,535,23920,,,,,,,,,,
Canals,802,294,25260,,,,,,,,,,
Castanet,251,118,22530,,,,,,,,,,
Castelferrus,471,192,19420,,,,,,,,,,
Castelmayran,1118,444,20400,,,,,,,,,,
Castelsagrat,551,251,20130,,,,,,,,,,
Castelsarrasin,13592,5873,19970,11020,33390,3,21,40,64.5,56.7,33,8.7,-12.4
Castéra-Bouzet,116,51,18050,,,,,,,,,,
Caumont,313,141,22620,,,,,,,,,,
Le Causé,137,65,19500,,,,,,,,,,
Caussade,6863,3368,19900,10890,33320,3.1,22,39,58.6,50.5,37.5,8.6,-13.1
Caylus,1417,702,19790,,,,,,,,,,
Cayrac,589,225,21340,,,,,,,,,,
Cayriech,273,118,22140,,,,,,,,,,
Cazals,224,110,19550,,,,,,,,,,
Cazes-Mondenard,1213,533,18820,,,,,,,,,,
Comberouger,246,113,21390,,,,,,,,,,
Corbarieu,1757,733,23660,,,,,,,,,,
Cordes-Tolosannes,366,141,21870,,,,,,,,,,
Coutures,,,,,,,,,,,,,
Cumont,,,,,,,,,,,,,
Dieupentale,1695,642,23120,,,,,,,,,,
Donzac,1032,437,22400,,,,,,,,,,
Dunes,1219,519,23020,,,,,,,,,,
Durfort-Lacapelette,783,344,20130,,,,,,,,,,
Escatalens,1076,405,22170,,,,,,,,,,
Escazeaux,287,119,22380,,,,,,,,,,
Espalais,373,163,21260,,,,,,,,,,
Esparsac,261,108,20790,,,,,,,,,,
Espinas,202,88,20420,,,,,,,,,,
Fabas,701,249,25600,,,,,,,,,,
Fajolles,116,47,22090,,,,,,,,,,
Faudoas,298,125,20090,,,,,,,,,,
Fauroux,180,83,17780,,,,,,,,,,
Féneyrols,168,89,18320,,,,,,,,,,
Finhan,1556,625,22080,,,,,,,,,,
Garganvillar,643,251,20560,,,,,,,,,,
Gariès,124,54,22420,,,,,,,,,,
Gasques,414,190,24110,,,,,,,,,,
Génébrières,684,261,23070,,,,,,,,,,
Gensac,,,,,,,,,,,,,
Gimat,202,86,22170,,,,,,,,,,
Ginals,199,96,20030,,,,,,,,,,
Glatens,,,,,,,,,,,,,
Goas,,,,,,,,,,,,,
Golfech,975,397,21940,,,,,,,,,,
Goudourville,966,398,22920,,,,,,,,,,
Gramont,128,67,21560,,,,,,,,,,
Grisolles,4029,1765,23580,13200,36830,2.8,12,52,77.2,70.3,25.7,5,-14.4
L'Honor-de-Cos,1647,679,22720,,,,,,,,,,
Labarthe,343,156,18950,,,,,,,,,,
Labastide-de-Penne,106,51,20770,,,,,,,,,,
Labastide-Saint-Pierre,3724,1557,21240,11470,35320,3.1,18,46,72.2,63.1,27.5,6.1,-13.9
Labastide-du-Temple,1156,441,21490,,,,,,,,,,
Labourgade,172,77,21010,,,,,,,,,,
Lacapelle-Livron,204,94,19330,,,,,,,,,,
Lachapelle,109,53,20180,,,,,,,,,,
Lacour,178,85,22010,,,,,,,,,,
Lacourt-Saint-Pierre,1238,475,22880,,,,,,,,,,
Lafitte,228,103,21270,,,,,,,,,,
Lafrançaise,2814,1289,21300,12420,35530,2.9,15,42,68,57.4,31.6,5.8,-13.3
Laguépie,553,321,19150,,,,,,,,,,
Lamagistère,1100,521,20150,,,,,,,,,,
Lamothe-Capdeville,1039,432,23030,,,,,,,,,,
Lamothe-Cumont,126,56,23590,,,,,,,,,,
Lapenche,263,108,20520,,,,,,,,,,
Larrazet,597,242,20310,,,,,,,,,,
Lauzerte,1310,667,19890,,,,,,,,,,
Lavaurette,226,97,20420,,,,,,,,,,
La Ville-Dieu-du-Temple,3129,1269,20900,12780,32070,2.5,13,45,71,63.7,29.6,6.3,-12
Lavit,1259,581,20920,,,,,,,,,,
Léojac,1330,518,24530,,,,,,,,,,
Lizac,525,212,21190,,,,,,,,,,
Loze,127,65,20310,,,,,,,,,,
Malause,1204,514,19440,,,,,,,,,,
Mansonville,301,128,19410,,,,,,,,,,
Marignac,106,46,23790,,,,,,,,,,
Marsac,167,70,21620,,,,,,,,,,
Mas-Grenier,1326,533,21950,,,,,,,,,,
Maubec,155,71,21570,,,,,,,,,,
Maumusson,,,,,,,,,,,,,
Meauzac,1477,579,22030,,,,,,,,,,
Merles,220,87,22220,,,,,,,,,,
Mirabel,1045,451,21670,,,,,,,,,,
Miramont-de-Quercy,287,136,19750,,,,,,,,,,
Moissac,13012,5704,19200,9920,33440,3.4,26,38,61.9,51.2,34.3,8.8,-12.9
Molières,1185,567,20340,,,,,,,,,,
Monbéqui,634,249,23400,,,,,,,,,,
Monclar-de-Quercy,1907,783,20810,,,,,,,,,,
Montagudet,190,86,17790,,,,,,,,,,
Montaigu-de-Quercy,1296,665,19300,,,,,,,,,,
Montaïn,107,45,21610,,,,,,,,,,
Montalzat,617,269,21990,,,,,,,,,,
Montastruc,298,121,21720,,,,,,,,,,
Montauban,61142,28589,21630,11080,37960,3.4,19,48,68.4,59.1,30.8,7.7,-15.9
Montbarla,150,67,20110,,,,,,,,,,
Montbartier,1606,674,22800,,,,,,,,,,
Montbeton,4144,1693,23110,13420,36590,2.7,11,53,77.2,69.1,25.9,5.3,-14.2
Montech,6590,2755,22180,13140,33900,2.6,12,49,73.8,66.3,27.9,6.1,-13.7
Monteils,1367,596,22930,,,,,,,,,,
Montesquieu,708,323,20890,,,,,,,,,,
Montfermier,105,41,19970,,,,,,,,,,
Montgaillard,134,61,20940,,,,,,,,,,
Montjoi,151,79,24200,,,,,,,,,,
Montpezat-de-Quercy,1538,738,21350,,,,,,,,,,
Montricoux,1197,541,21000,,,,,,,,,,
Mouillac,,,,,,,,,,,,,
Nègrepelisse,5423,2277,21280,11980,33210,2.8,16,43,68.3,60.5,30.4,7.4,-12.7
Nohic,1388,558,22830,,,,,,,,,,
Orgueil,1713,661,22400,,,,,,,,,,
Parisot,536,267,18760,,,,,,,,,,
Perville,161,69,22360,,,,,,,,,,
Le Pin,119,54,23750,,,,,,,,,,
Piquecos,455,180,23050,,,,,,,,,,
Pommevic,567,245,19340,,,,,,,,,,
Pompignan,1770,668,25360,,,,,,,,,,
Poupas,,,,,,,,,,,,,
Puycornet,702,293,21520,,,,,,,,,,
Puygaillard-de-Quercy,362,151,21010,,,,,,,,,,
Puygaillard-de-Lomagne,,,,,,,,,,,,,
Puylagarde,323,169,19940,,,,,,,,,,
Puylaroque,706,356,20110,,,,,,,,,,
Réalville,1952,835,21240,,,,,,,,,,
Reyniès,919,358,23720,,,,,,,,,,
Roquecor,365,187,22480,,,,,,,,,,
Saint-Aignan,422,179,20760,,,,,,,,,,
Saint-Amans-du-Pech,216,101,21980,,,,,,,,,,
Saint-Amans-de-Pellagal,212,99,20860,,,,,,,,,,
Saint-Antonin-Noble-Val,1872,974,18920,,,,,,,,,,
Saint-Arroumex,149,65,20970,,,,,,,,,,
Saint-Beauzeil,115,46,20820,,,,,,,,,,
Saint-Cirice,147,67,23910,,,,,,,,,,
Saint-Cirq,583,234,22720,,,,,,,,,,
Saint-Clair,264,115,22990,,,,,,,,,,
Saint-Étienne-de-Tulmont,4078,1680,22980,13640,34730,2.5,11,54,73.9,65,28.7,5.3,-14.2
Saint-Georges,267,109,21720,,,,,,,,,,
Saint-Jean-du-Bouzet,,,,,,,,,,,,,
Sainte-Juliette,113,55,20970,,,,,,,,,,
Saint-Loup,499,196,22740,,,,,,,,,,
Saint-Michel,253,113,22260,,,,,,,,,,
Saint-Nauphary,1821,753,24590,,,,,,,,,,
Saint-Nazaire-de-Valentane,323,150,20200,,,,,,,,,,
Saint-Nicolas-de-la-Grave,2230,1013,21410,13140,36130,2.8,13,45,66.3,57,32.6,5.3,-13.9
Saint-Paul-d'Espis,533,254,19710,,,,,,,,,,
Saint-Porquier,1352,543,21850,,,,,,,,,,
Saint-Projet,292,149,19060,,,,,,,,,,
Saint-Sardos,1078,468,21120,,,,,,,,,,
Saint-Vincent-d'Autéjac,261,117,21730,,,,,,,,,,
Saint-Vincent-Lespinasse,250,112,22280,,,,,,,,,,
La Salvetat-Belmontet,899,355,23340,,,,,,,,,,
Sauveterre,158,75,18920,,,,,,,,,,
Savenès,817,312,24470,,,,,,,,,,
Septfonds,2192,1053,20290,11190,32760,2.9,18,41,58,50.5,40.2,7.2,-12.5
Sérignac,524,226,21760,,,,,,,,,,
Sistels,210,85,20880,,,,,,,,,,
Touffailles,322,152,18690,,,,,,,,,,
Tréjouls,224,103,20260,,,,,,,,,,
Vaïssac,914,346,21640,,,,,,,,,,
Valeilles,217,102,20490,,,,,,,,,,
Valence,4648,2359,20040,11090,34340,3.1,21,41,58.8,51.4,39,8.3,-12.5
Varen,700,358,17910,,,,,,,,,,
Varennes,621,234,23550,,,,,,,,,,
Vazerac,692,312,20530,,,,,,,,,,
Verdun-sur-Garonne,4899,2174,22480,12990,35340,2.7,12,50,78.1,70.2,24.5,5,-14
Verfeil,366,193,18220,,,,,,,,,,
Verlhac-Tescou,548,218,22910,,,,,,,,,,
Vigueron,131,63,23410,,,,,,,,,,
Villebrumier,1317,550,22620,,,,,,,,,,
Villemade,850,348,23050,,,,,,,,,,
Les Adrets-de-l'Estérel,2631,1089,28520,14410,52510,3.6,9,64,77.4,66.1,29.4,2.1,-20.1
Aiguines,194,113,18790,,,,,,,,,,
Ampus,841,410,22790,,,,,,,,,,
Les Arcs,7524,3433,22470,11000,37830,3.4,18,49,67.4,57.5,31.7,5.3,-15.7
Artignosc-sur-Verdon,297,151,21540,,,,,,,,,,
Artigues,255,97,24950,,,,,,,,,,
Aups,2179,1107,20730,10250,37210,3.6,23,43,54.1,42.6,42.3,6.6,-14.8
Bagnols-en-Forêt,2916,1295,25060,13040,40790,3.1,13,58,66.2,55.6,35.6,3.1,-16.6
Bandol,9896,5516,26210,12850,50100,3.9,12,60,52.2,42.2,45.9,2.8,-21.1
Bargème,135,69,18130,,,,,,,,,,
Bargemon,1246,633,19510,,,,,,,,,,
Barjols,3035,1508,20010,10760,33010,3.1,20,42,58.4,47.8,39.1,7,-13.4
La Bastide,175,94,20750,,,,,,,,,,
Baudinard-sur-Verdon,176,93,20260,,,,,,,,,,
Bauduen,266,150,21600,,,,,,,,,,
