geo,employment_rate_per1000,total_dependency_ratio_per1000,old_age_dependency_ratio_per1000,youth_dependency_ratio_per1000,median_age_years,females_per1000_males,young_0_14_per1000,elderly_65plus_per1000,oldest_80plus_per1000
DEC03,417.82,630.0,419.0,211.0,48.9,1029.0,130.0,257.0,76.0
DEC04,484.14,632.0,423.0,209.0,48.9,1032.0,128.0,259.0,76.0
DEC05,610.24,648.0,443.0,205.0,49.9,1049.0,124.0,269.0,82.0
DEC06,444.01,654.0,452.0,202.0,51.3,1027.0,122.0,273.0,78.0
DED21,622.6,557.0,341.0,216.0,42.0,1016.0,138.0,219.0,87.0
DED2C,480.78,755.0,519.0,236.0,52.0,1028.0,135.0,296.0,100.0
DED2D,459.98,795.0,571.0,223.0,53.9,1039.0,124.0,318.0,109.0
DED2E,469.07,739.0,511.0,229.0,51.9,1037.0,131.0,294.0,105.0
DED2F,422.24,740.0,502.0,237.0,51.0,1027.0,136.0,289.0,103.0
DED41,604.51,692.0,468.0,223.0,46.9,1037.0,132.0,277.0,102.0
DED42,450.08,799.0,575.0,224.0,53.2,1044.0,125.0,319.0,98.0
DED43,456.45,747.0,523.0,225.0,52.0,1017.0,129.0,299.0,100.0
DED44,465.59,773.0,562.0,211.0,53.7,1048.0,119.0,317.0,107.0
DED45,505.97,748.0,532.0,216.0,52.4,1039.0,124.0,304.0,104.0
DED51,597.92,494.0,293.0,201.0,39.8,1029.0,135.0,196.0,75.0
DED52,399.09,712.0,480.0,232.0,51.1,1033.0,135.0,280.0,93.0
DED53,484.79,695.0,469.0,226.0,50.8,1019.0,133.0,277.0,89.0
DEE01,523.94,800.0,589.0,211.0,54.3,1091.0,117.0,327.0,121.0
DEE02,535.62,602.0,393.0,210.0,43.7,1069.0,131.0,245.0,90.0
DEE03,591.99,584.0,386.0,198.0,44.0,1016.0,125.0,244.0,88.0
DEE04,415.92,681.0,467.0,214.0,52.3,1014.0,127.0,278.0,82.0
DEE05,445.03,714.0,513.0,201.0,53.0,1041.0,117.0,299.0,95.0
DEE06,415.63,705.0,489.0,216.0,52.5,1020.0,127.0,287.0,89.0
DEE07,435.73,663.0,446.0,217.0,50.9,1009.0,130.0,268.0,76.0
DEE08,416.48,732.0,521.0,211.0,52.9,1041.0,122.0,301.0,99.0
DEE09,428.13,722.0,528.0,194.0,53.7,1052.0,113.0,307.0,98.0
DEE0A,384.46,766.0,569.0,197.0,55.1,1027.0,112.0,322.0,102.0
DEE0B,452.48,681.0,465.0,216.0,51.1,1022.0,129.0,277.0,82.0
DEE0C,414.78,714.0,512.0,202.0,53.2,1047.0,118.0,299.0,97.0
DEE0D,412.77,699.0,487.0,212.0,52.8,1032.0,125.0,287.0,85.0
DEE0E,428.65,750.0,542.0,208.0,54.2,1034.0,119.0,309.0,100.0
DEF01,674.77,493.0,301.0,191.0,41.1,1021.0,128.0,202.0,66.0
DEF02,729.69,465.0,285.0,180.0,40.1,1045.0,123.0,195.0,65.0
DEF03,629.84,559.0,368.0,192.0,45.8,1079.0,123.0,236.0,83.0
DEF04,697.52,564.0,361.0,203.0,45.8,1008.0,130.0,231.0,78.0
DEF05,471.6,644.0,432.0,212.0,50.2,1027.0,129.0,263.0,81.0
DEF06,367.79,613.0,376.0,237.0,47.2,1046.0,147.0,233.0,79.0
DEF07,568.27,628.0,417.0,210.0,49.7,1050.0,129.0,256.0,79.0
DEF08,472.79,682.0,487.0,195.0,53.0,1081.0,116.0,290.0,94.0
DEF09,413.07,584.0,361.0,223.0,46.9,1037.0,141.0,228.0,78.0
DEF0A,353.85,691.0,466.0,224.0,51.6,1077.0,133.0,276.0,93.0
DEF0B,450.13,628.0,404.0,224.0,49.1,1036.0,138.0,248.0,79.0
DEF0C,441.27,652.0,417.0,234.0,49.2,1030.0,142.0,253.0,79.0
DEF0D,462.41,582.0,358.0,224.0,46.7,1029.0,142.0,226.0,75.0
DEF0E,448.02,597.0,383.0,215.0,48.8,1018.0,134.0,240.0,77.0
DEF0F,493.83,626.0,390.0,236.0,48.1,1051.0,145.0,240.0,86.0
DEG01,677.82,570.0,368.0,202.0,44.4,1048.0,129.0,235.0,78.0
DEG02,540.23,731.0,511.0,220.0,50.4,1039.0,127.0,295.0,100.0
DEG03,678.0,551.0,354.0,197.0,41.5,1040.0,127.0,228.0,88.0
DEG05,305.2,606.0,397.0,209.0,45.3,1089.0,130.0,247.0,87.0
DEG06,349.97,698.0,456.0,242.0,49.4,996.0,142.0,269.0,80.0
DEG07,557.37,707.0,494.0,212.0,51.5,1027.0,124.0,290.0,96.0
DEG09,367.04,705.0,478.0,228.0,50.8,1016.0,134.0,280.0,85.0
DEG0A,628.94,733.0,525.0,207.0,53.3,1012.0,120.0,303.0,90.0
DEG0C,200.19,663.0,453.0,211.0,50.4,1019.0,127.0,272.0,85.0
DEG0D,838.8,684.0,466.0,219.0,50.9,1004.0,130.0,276.0,75.0
DEG0E,1027.4,680.0,473.0,207.0,51.8,996.0,123.0,281.0,79.0
DEG0G,347.98,690.0,452.0,239.0,49.9,1020.0,141.0,267.0,73.0
DEG0J,285.41,706.0,489.0,217.0,51.5,1016.0,127.0,287.0,88.0
DEG0K,640.64,723.0,510.0,213.0,52.9,1016.0,123.0,296.0,87.0
DEG0L,346.3,792.0,580.0,212.0,55.1,1023.0,118.0,324.0,104.0
DEG0M,282.78,783.0,576.0,207.0,54.6,1062.0,116.0,323.0,108.0
DEG0Q,357.69,702.0,498.0,204.0,52.2,1005.0,120.0,293.0,89.0
DEG0R,217.87,697.0,482.0,215.0,51.4,1014.0,126.0,284.0,87.0
DEG0S,1013.2,815.0,627.0,188.0,56.1,1057.0,104.0,346.0,111.0
DEG0T,357.13,662.0,458.0,204.0,49.8,980.0,123.0,276.0,88.0
DEG0U,350.4,758.0,551.0,207.0,54.1,1035.0,118.0,313.0,103.0
DEG0V,1352.82,706.0,516.0,190.0,53.3,1028.0,111.0,303.0,94.0
