"area_code","area_name","A1101","A110101","A110102","A1102","A110201","A110202","A1301","A130101","A130102","A1302","A130201","A130202","A1303","A130301","A130302","A4101","A4200","A5101","A5102","A9101","A9201","E1101","E1501","E2101","E2401","E2501","E3101","E3401","E3501","E4101","E4501","I510120","I5102","I5103"
"R31389","南部町","10323","4925","5398","10228","4883","5345","1179","588","591","5261","2657","2604","3879","1677","2202","39","151","239","257","23","13","0","0","3","48","466","2","32","265","0","0","1","5","1"
"R31390","伯耆町","10696","5051","5645","10636","5032","5604","1282","633","649","5148","2578","2570","4243","1831","2412","58","168","259","290","28","10","0","0","4","61","505","2","35","289","0","0","2","6","3"
"R31401","日南町","4196","1982","2214","4168","1964","2204","296","153","143","1708","940","768","2190","887","1303","13","109","69","108","9","3","0","0","1","12","106","1","14","61","0","0","1","1","1"
"R31402","日野町","2907","1323","1584","2884","1322","1562","183","84","99","1253","650","603","1471","589","882","7","86","52","95","6","4","0","0","0","0","0","0","0","0","1","84","1","2","1"
"R31403","江府町","2672","1241","1431","2662","1240","1422","189","93","96","1172","605","567","1311","543","768","6","77","66","68","7","1","0","0","0","0","0","0","0","0","0","0","0","3","0"
"R32201","松江市","203616","98544","105072","198573","95843","102730","25931","13359","12572","113547","57385","56162","59498","25123","34375","1282","2666","5256","5682","741","248","24","397","32","681","9433","17","423","4881","12","5648","8","220","79"
"R32202","浜田市","54592","27298","27294","53624","26919","26705","5940","3024","2916","28524","15611","12913","19445","8160","11285","244","906","1237","1709","133","66","3","39","15","229","2279","8","145","1219","3","934","3","59","22"
"R32203","出雲市","172775","83469","89306","166846","80284","86562","23315","11956","11359","95332","47887","47445","51944","22402","29542","1196","2352","4133","3824","642","237","25","702","34","688","9663","16","416","4843","8","4296","9","162","60"
"R32204","益田市","45003","21355","23648","44089","20959","23130","5284","2751","2533","21988","11045","10943","17017","7181","9836","205","754","967","1148","124","68","5","57","15","234","2089","9","159","1157","4","1467","2","47","25"
"R32205","大田市","32846","15742","17104","32347","15516","16831","3655","1944","1711","15778","8042","7736","13264","5677","7587","154","635","589","856","91","28","1","13","15","177","1437","6","92","797","2","610","1","36","12"
"R32206","安来市","37062","17743","19319","36697","17609","19088","4277","2204","2073","18817","9609","9208","13835","5866","7969","168","576","554","830","87","41","4","29","17","199","1653","5","99","917","2","598","2","32","9"
"R32207","江津市","22959","10890","12069","22650","10779","11871","2403","1199","1204","11467","5879","5588","9008","3744","5264","94","433","493","639","53","27","0","0","7","106","944","4","63","481","4","788","2","28","7"
"R32209","雲南市","36007","17316","18691","35771","17249","18522","4041","2082","1959","17487","8875","8612","14422","6325","8097","154","730","587","788","72","38","7","89","15","195","1610","6","114","882","3","688","2","28","14"
"R32343","奥出雲町","11849","5705","6144","11759","5684","6075","1160","593","567","5341","2806","2535","5130","2230","2900","40","266","212","307","23","5","0","0","9","91","459","2","39","244","1","198","1","10","3"
"R32386","飯南町","4577","2157","2420","4535","2147","2388","463","245","218","1998","1030","968","2114","880","1234","19","91","104","151","9","8","0","0","4","40","161","2","26","98","1","166","1","6","1"
"R32441","川本町","3248","1556","1692","3229","1552","1677","320","160","160","1477","784","693","1433","605","828","12","66","143","161","11","1","0","0","1","15","126","1","11","59","1","250","1","2","2"
"R32448","美郷町","4355","2080","2275","4337","2074","2263","498","261","237","1772","937","835","2084","881","1203","14","103","92","108","8","3","0","0","2","26","162","2","24","112","0","0","0","8","1"
"R32449","邑南町","10163","4874","5289","10063","4821","5242","1084","548","536","4478","2349","2129","4582","1967","2615","40","243","184","247","19","7","0","0","8","79","428","3","36","224","1","269","1","18","3"
"R32501","津和野町","6875","3221","3654","6823","3216","3607","593","310","283","2944","1528","1416","3337","1382","1955","17","174","188","266","18","2","0","0","4","45","235","2","31","131","1","165","1","6","2"
"R32505","吉賀町","6077","2944","3133","5855","2816","3039","573","282","291","2745","1494","1251","2720","1129","1591","26","128","152","205","12","6","0","0","5","49","228","3","32","89","1","95","1","7","2"
"R32525","海士町","2267","1113","1154","2255","1107","1148","244","123","121","1118","581","537","905","409","496","7","28","188","172","2","2","0","0","2","24","104","1","12","60","1","150","0","2","1"
"R32526","西ノ島町","2788","1430","1358","2757","1407","1350","253","142","111","1246","706","540","1289","582","707","8","55","122","129","9","0","0","0","1","13","104","1","11","48","0","0","1","4","1"
"R32527","知夫村","634","323","311","631","321","310","69","28","41","281","158","123","284","137","147","5","5","45","53","2","1","0","0","1","9","24","1","8","9","0","0","0","1","1"
"R32528","隠岐の島町","13433","6531","6902","13356","6508","6848","1538","791","747","6316","3352","2964","5570","2381","3189","74","250","415","489","39","11","0","0","7","89","646","4","51","305","2","346","1","13","6"
"R33100","岡山市","724691","348630","376061","694651","333235","361416","92756","47526","45230","424785","210504","214281","185732","79007","106725","4871","8045","27642","28063","3020","1097","49","2941","91","2413","36310","44","1357","18948","26","20444","50","625","417"
"R33202","倉敷市","474592","228261","246331","440084","213135","226949","58486","29868","28618","249921","122761","127160","125532","54731","70801","3318","5712","10665","11153","1986","744","53","3691","62","1649","25388","28","931","13248","22","12179","32","345","220"
"R33203","津山市","99937","48012","51925","97681","46907","50774","12449","6450","5999","55234","27746","27488","30544","12829","17715","614","1426","2425","2917","354","158","4","302","27","452","4822","9","231","2631","5","3321","7","91","43"
"R33204","玉野市","56531","27437","29094","55556","26991","28565","5608","2950","2658","28734","14685","14049","21774","9570","12204","228","959","1147","1350","122","64","5","94","14","232","2239","7","121","1106","4","1490","7","48","34"
"R33205","笠岡市","46088","21866","24222","45238","21511","23727","4419","2247","2172","23004","11443","11561","17064","7285","9779","187","797","855","1089","110","62","1","1","16","204","1812","11","129","1065","4","1633","3","40","21"
"R33207","井原市","38384","18353","20031","37788","18151","19637","3880","1977","1903","20028","10142","9886","14355","6156","8199","155","697","623","842","72","43","13","156","13","183","1441","5","94","835","3","694","3","27","20"
"R33208","総社市","69030","33425","35605","66634","32346","34288","9589","4986","4603","39165","19494","19671","19408","8508","10900","497","873","1916","1771","219","107","15","719","13","298","3846","3","132","1902","2","1415","3","46","28"
"R33209","高梁市","29072","14225","14847","28056","13597","14459","2546","1291","1255","14264","7622","6642","11904","5065","6839","80","552","535","866","56","30","9","46","14","154","981","6","83","527","5","862","3","30","13"
"R33210","新見市","28079","13411","14668","27757","13296","14461","2676","1426","1250","13644","6927","6717","11606","4960","6646","82","545","489","766","57","23","0","0","15","154","971","5","71","558","2","503","4","27","10"
"R33211","備前市","32320","15516","16804","31623","15054","16569","2961","1538","1423","16406","8415","7991","12732","5397","7335","117","612","618","805","61","43","0","0","10","144","1152","5","75","608","2","377","4","31","16"
"R33212","瀬戸内市","36048","17319","18729","35407","17048","18359","4071","2185","1886","19264","9640","9624","12422","5347","7075","187","543","923","908","101","56","6","164","9","172","1677","3","83","933","1","334","4","29","16"
"R33213","赤磐市","42661","20454","22207","42018","20107","21911","5745","2985","2760","22267","10898","11369","14377","6402","7975","228","638","947","1084","99","58","6","224","12","223","2456","6","139","1540","1","507","1","34","25"
"R33214","真庭市","42725","20397","22328","42384","20254","22130","4863","2507","2356","20687","10589","10098","17061","7230","9831","189","835","677","973","122","58","1","0","21","234","1969","6","106","979","2","642","5","49","17"
"R33215","美作市","25939","12452","13487","25456","12146","13310","2612","1349","1263","12356","6355","6001","10800","4642","6158","96","566","501","721","57","31","2","12","8","125","1050","5","74","519","1","277","3","24","10"
"R33216","浅口市","32772","15760","17012","32437","15648","16789","3589","1854","1735","17005","8550","8455","12047","5290","6757","155","543","684","808","88","37","3","102","8","132","1393","4","100","1091","3","1805","2","17","13"
"R33346","和気町","13623","6468","7155","13351","6330","7021","1266","649","617","6727","3446","3281","5598","2358","3240","37","262","293","358","20","19","0","0","3","53","507","2","36","257","1","285","2","10","5"
"R33423","早島町","12368","5930","6438","12285","5894","6391","2027","1058","969","6881","3336","3545","3433","1518","1915","121","149","440","423","41","22","1","118","1","51","871","1","31","380","0","0","1","10","6"
"R33445","里庄町","10950","5206","5744","10795","5156","5639","1525","809","716","5965","2901","3064","3454","1491","1963","70","144","226","285","17","17","2","65","2","48","663","1","27","314","0","0","1","5","4"
"R33461","矢掛町","13414","6412","7002","13039","6230","6809","1423","706","717","6726","3418","3308","5207","2263","2944","59","263","275","284","28","9","0","0","7","91","580","1","24","254","1","290","2","9","6"
"R33586","新庄村","813","380","433","802","370","432","99","45","54","368","187","181","346","148","198","3","11","19","35","2","0","0","0","1","8","33","1","9","17","0","0","0","1","1"
"R33606","鏡野町","12062","5810","6252","11950","5769","6181","1485","814","671","5873","2949","2924","4674","2029","2645","79","217","274","353","32","19","1","12","5","72","617","1","26","306","0","0","2","11","7"
"R33622","勝央町","10888","5204","5684","10835","5184","5651","1580","817","763","5821","2877","2944","3465","1499","1966","63","146","307","347","37","18","0","0","2","47","624","1","28","304","1","291","1","6","4"
"R33623","奈義町","5578","2788","2790","5552","2774","2778","736","372","364","2864","1572","1292","1977","844","1133","38","92","225","391","20","9","0","0","1","24","290","1","16","139","0","0","0","5","2"
"R33643","西粟倉村","1398","651","747","1392","647","745","178","86","92","725","360","365","495","205","290","6","22","39","30","6","0","1","20","1","12","65","1","12","52","0","0","0","1","1"
"R33663","久米南町","4530","2173","2357","4493","2162","2331","398","194","204","2098","1068","1030","2034","911","1123","18","90","87","116","12","3","0","0","3","41","139","1","15","75","0","0","0","5","2"
"R33666","美咲町","13053","6230","6823","12978","6218","6760","1423","726","697","6205","3194","3011","5421","2306","3115","52","305","234","321","26","13","0","0","2","32","281","1","16","154","0","0","1","11","5"
"R33681","吉備中央町","10886","5275","5611","10658","5209","5449","962","509","453","5377","2828","2549","4529","1923","2606","25","237","264","287","16","10","0","0","10","116","423","2","42","209","1","225","2","13","5"
"R34100","広島市","1200754","579415","621339","1159414","559326","600088","158290","80812","77478","706497","349371","357126","300882","130009","170873","7868","12639","51653","53221","5007","1850","80","7392","146","4057","62524","79","2238","33920","41","31489","73","1206","674"
"R34202","呉市","214592","103816","110776","210692","101713","108979","23037","11704","11333","114245","59028","55217","75706","32156","43550","867","3470","4898","6631","657","269","14","870","36","668","8472","27","417","4703","10","4004","21","209","127"
"R34203","竹原市","23993","11434","12559","23661","11266","12395","2126","1074","1052","11643","5953","5690","10082","4316","5766","85","481","604","722","55","21","0","0","7","82","615","2","37","326","2","271","3","22","11"
"R34204","三原市","90573","43155","47418","88139","41925","46214","10438","5431","5007","47477","23755","23722","32182","13705","18477","382","1453","1836","2233","210","115","19","518","22","357","4174","13","230","2459","5","2362","7","62","48"
"R34205","尾道市","131170","63468","67702","127797","61021","66776","14313","7337","6976","68334","35201","33133","47641","20352","27289","516","2226","2689","3276","306","173","12","487","24","473","5468","17","285","2958","8","2706","10","118","63"
"R34207","福山市","460930","224246","236684","446471","216471","230000","60655","31047","29608","260383","131056","129327","132167","57503","74664","3053","5683","8888","10085","1766","749","40","2194","73","1682","23613","36","858","12777","19","10669","35","344","222"
"R34208","府中市","37655","18115","19540","37039","17797","19242","3922","2039","1883","19284","9941","9343","14371","6097","8274","131","657","625","897","74","45","1","60","6","93","794","2","39","412","3","943","3","33","19"
"R34209","三次市","50681","24220","26461","49622","23670","25952","5947","3045","2902","25685","13083","12602","18437","7715","10722","276","918","1133","1371","159","65","2","195","21","255","2276","13","188","1288","3","1045","4","52","21"
"R34210","庄原市","33633","16014","17619","33126","15782","17344","3438","1744","1694","15411","8010","7401","14579","6138","8441","111","731","545","818","57","46","1","35","15","177","1352","7","104","678","4","645","5","35","18"
"R34211","大竹市","26319","12820","13499","25944","12609","13335","2859","1474","1385","13975","7270","6705","9406","4021","5385","115","431","783","912","78","33","1","103","4","81","1175","3","49","575","1","341","3","25","14"
"R34212","東広島市","196608","99690","96918","185140","94175","90965","26734","13759","12975","118251","62572","55679","45736","20250","25486","1234","1903","6376","6029","701","297","8","920","33","758","10986","18","427","5982","9","3934","14","133","83"
"R34213","廿日市市","114173","54393","59780","112237","53425","58812","14927","7712","7215","63443","30726","32717","34962","15448","19514","716","1414","3208","3274","324","154","7","924","17","429","6382","11","222","3031","5","2493","9","95","58"
"R34214","安芸高田市","26448","12614","13834","25724","12285","13439","2621","1333","1288","12684","6532","6152","11112","4723","6389","115","549","486","672","49","35","2","38","7","119","1069","6","93","590","2","328","1","28","17"
"R34215","江田島市","21930","11025","10905","21315","10632","10683","1657","871","786","10656","6062","4594","9572","4058","5514","66","448","1051","1046","63","19","0","0","6","81","678","4","58","352","1","90","3","18","10"
"R34302","府中町","51155","25007","26148","50362","24638","25724","7520","3867","3653","30651","15393","15258","12570","5557","7013","442","554","1810","2265","213","61","5","673","5","177","3251","2","73","1224","1","613","1","41","28"
"R34304","海田町","29636","14588","15048","28701","14140","14561","4391","2227","2164","18016","9203","8813","7061","3069","3992","318","313","1341","1349","166","47","3","385","4","125","1834","3","68","904","2","2289","2","34","19"
"R34307","熊野町","22834","10958","11876","22601","10841","11760","2886","1484","1402","11778","5834","5944","8136","3616","4520","137","311","751","639","66","41","3","188","4","99","1182","2","52","617","1","380","0","15","13"
"R34309","坂町","12582","5984","6598","12385","5857","6528","1826","910","916","7021","3468","3553","3716","1593","2123","82","169","496","608","38","25","0","0","3","63","697","2","26","346","1","610","1","10","3"
"R34368","安芸太田町","5740","2675","3065","5698","2666","3032","466","221","245","2283","1202","1081","2991","1252","1739","8","145","154","207","11","8","0","0","4","32","197","2","30","90","1","113","1","5","4"
"R34369","北広島町","17763","8768","8995","17065","8346","8719","1805","899","906","8732","4768","3964","6917","2911","4006","77","352","396","478","37","26","0","0","7","87","591","4","60","411","3","611","3","13","10"
"R34431","大崎上島町","7158","3663","3495","7012","3564","3448","553","273","280","3228","1979","1249","3305","1350","1955","12","166","300","334","16","7","1","23","3","32","177","2","35","202","2","230","0","11","5"
"R34462","世羅町","15125","7156","7969","14859","7065","7794","1560","769","791","6893","3495","3398","6342","2713","3629","50","342","340","438","22","15","0","0","4","76","640","3","45","348","1","274","1","8","4"
"R34545","神石高原町","8250","3932","4318","8159","3909","4250","707","373","334","3484","1805","1679","4058","1753","2305","21","208","139","215","8","2","1","24","6","69","320","2","28","163","1","170","1","4","5"
"R35201","下関市","255051","118683","136368","249196","115771","133425","28155","14387","13768","133298","65281","68017","90326","36995","53331","1205","4164","5014","6059","704","325","18","1286","42","827","10898","24","470","5589","14","5036","20","260","126"
"R35202","宇部市","162570","77793","84777","159420","76240","83180","18676","9644","9032","87786","44239","43547","54008","22734","31274","992","2500","3683","4465","531","262","20","1691","24","533","7435","14","302","4078","8","3801","14","153","77"
"R35203","山口市","193966","92352","101614","189145","89856","99289","24166","12354","11812","109862","54160","55702","56173","23682","32491","1152","2497","6334","6650","623","246","17","1349","32","722","9694","20","441","5296","10","4594","13","163","89"
"R35204","萩市","44626","20610","24016","44203","20464","23739","3910","1987","1923","20919","10405","10514","19613","8095","11518","136","966","923","1194","97","42","0","0","21","184","1426","15","156","890","3","893","6","47","24"
"R35206","防府市","113979","54951","59028","111943","54098","57845","14658","7565","7093","63274","32104","31170","35036","14808","20228","771","1626","4246","4282","380","189","15","1450","17","426","5971","12","243","3244","5","3302","8","83","51"
"R35207","下松市","55887","27405","28482","55204","26958","28246","7779","3957","3822","31231","16083","15148","16521","7066","9455","459","703","2058","2044","249","89","8","731","8","194","3041","3","108","1567","3","1302","3","47","23"
"R35208","岩国市","129125","60981","68144","126304","59769","66535","14495","7374","7121","67305","33430","33875","46114","19605","26509","656","2169","3065","3926","447","181","25","1384","38","469","5608","21","304","3132","9","2489","15","116","60"
"R35210","光市","49798","23711","26087","49062","23332","25730","5702","2945","2757","25763","12949","12814","17834","7577","10257","249","732","1124","1393","149","61","7","307","12","206","2269","6","118","1236","2","1175","5","40","20"
"R35211","長門市","32519","15040","17479","32030","14847","17183","3039","1573","1466","15077","7462","7615","14318","5939","8379","102","693","613","762","48","39","3","188","11","139","1141","5","81","661","2","677","3","25","13"
"R35212","柳井市","30799","14345","16454","30424","14198","16226","3241","1674","1567","15268","7569","7699","12004","4964","7040","139","572","901","913","90","38","3","50","12","145","1231","3","63","733","3","966","3","33","19"
"R35213","美祢市","23247","10857","12390","23011","10712","12299","1963","1025","938","11302","5646","5656","9898","4126","5772","62","474","505","665","48","27","2","107","11","120","644","5","70","428","2","477","2","19","9"
"R35215","周南市","137540","66686","70854","132140","63816","68324","15493","7914","7579","72235","36833","35402","44734","19145","25589","799","2091","3631","4034","488","199","20","1410","34","487","6151","17","292","3369","6","2922","12","110","58"
"R35216","山陽小野田市","60326","28635","31691","59330","28116","31214","7337","3778","3559","32095","16079","16016","20451","8554","11897","273","928","1686","1754","182","105","7","416","12","206","2880","7","138","1503","4","1163","5","56","30"
"R35305","周防大島町","14798","6828","7970","14699","6796","7903","934","492","442","5778","2935","2843","8071","3387","4684","40","460","393","352","20","12","1","0","8","76","352","2","26","193","1","219","2","14","8"
"R35321","和木町","6034","2947","3087","5929","2891","3038","1010","507","503","3349","1680","1669","1646","740","906","40","94","149","264","15","14","0","0","1","24","385","1","20","193","0","0","0","6","2"
"R35341","上関町","2342","1084","1258","2338","1082","1256","147","66","81","874","487","387","1321","531","790","4","88","46","67","3","6","1","0","2","13","53","2","11","31","0","0","0","6","2"
"R35343","田布施町","14483","6908","7575","14387","6873","7514","1558","779","779","7651","3825","3826","5230","2279","2951","51","224","307","456","39","22","2","64","4","59","555","1","26","329","1","328","0","5","6"
"R35344","平生町","11914","5553","6361","11799","5509","6290","1083","551","532","5654","2781","2873","5138","2200","2938","43","204","297","350","30","12","1","11","2","38","403","1","22","239","1","197","1","8","4"
"R35502","阿武町","3055","1367","1688","3029","1363","1666","262","135","127","1271","624","647","1521","607","914","16","68","64","74","2","4","0","0","2","16","95","1","12","58","1","52","0","3","1"
"R36201","徳島市","252391","120188","132203","232205","110343","121862","26272","13371","12901","130393","63687","66706","70811","29640","41171","1667","3319","6280","6827","924","371","17","1103","33","871","12303","19","505","6262","12","7297","39","272","161"
"R36202","鳴門市","54622","25858","28764","53818","25540","28278","5592","2911","2681","29282","14365","14917","19121","8296","10825","208","870","1212","1341","154","62","8","526","13","220","2213","6","116","1126","2","1405","5","48","28"
"R36203","小松島市","36149","17461","18688","35668","17245","18423","3683","1924","1759","19522","9846","9676","12528","5442","7086","164","527","786","1164","123","34","1","26","11","148","1287","2","65","722","2","1003","7","28","19"
"R36204","阿南市","69470","33694","35776","68518","33338","35180","8291","4236","4055","37365","19125","18240","23131","10037","13094","369","1123","1379","1750","211","85","11","368","26","310","3258","11","188","1860","4","1789","5","58","31"
"R36205","吉野川市","38772","18231","20541","38028","17920","20108","3896","1976","1920","19597","9562","10035","14666","6346","8320","161","733","701","892","114","37","0","0","10","167","1540","5","96","885","2","642","4","47","27"
"R36206","阿波市","34713","16476","18237","34280","16351","17929","3531","1794","1737","17908","8814","9094","13202","5832","7370","122","615","518","675","75","39","0","0","11","163","1406","4","93","773","2","601","3","27","19"
"R36207","美馬市","28055","13342","14713","27647","13202","14445","2767","1463","1304","14275","7137","7138","10953","4701","6252","111","575","477","645","69","42","3","36","8","113","1061","7","84","591","2","617","5","29","16"
"R36208","三好市","23605","11117","12488","23418","11066","12352","1961","1014","947","10739","5497","5242","10868","4580","6288","66","592","368","551","52","22","11","37","16","143","779","6","61","432","3","651","4","26","14"
"R36301","勝浦町","4837","2317","2520","4806","2308","2498","433","235","198","2275","1157","1118","2128","924","1204","11","96","69","102","14","6","0","0","2","28","179","1","15","85","1","79","1","1","2"
"R36302","上勝町","1380","651","729","1375","649","726","97","47","50","511","268","243","772","336","436","5","35","33","53","3","1","0","0","1","14","47","1","12","22","0","0","0","4","0"
"R36321","佐那河内村","2058","998","1060","2053","996","1057","163","94","69","909","472","437","986","432","554","7","44","32","35","12","1","0","0","1","10","73","1","11","43","0","0","0","2","0"
"R36341","石井町","24833","11752","13081","24510","11651","12859","3045","1573","1472","13480","6529","6951","8199","3587","4612","131","354","572","631","55","40","6","282","6","106","1237","2","51","626","1","313","1","22","17"
"R36342","神山町","4647","2183","2464","4593","2167","2426","277","157","120","1845","948","897","2525","1078","1447","9","145","132","123","14","6","0","0","2","27","138","1","14","69","1","77","0","5","3"
"R36368","那賀町","7367","3521","3846","7350","3513","3837","559","298","261","2981","1589","1392","3808","1621","2187","11","184","132","213","14","6","0","0","6","35","232","4","37","118","1","172","1","11","2"
"R36383","牟岐町","3743","1735","2008","3722","1726","1996","232","117","115","1495","775","720","2016","843","1173","13","87","62","114","6","3","0","0","1","16","87","1","13","50","0","0","1","7","3"
"R36387","美波町","6222","2923","3299","6168","2907","3261","482","237","245","2668","1378","1290","3071","1308","1763","22","161","87","153","3","12","0","0","5","26","167","4","30","101","0","0","1","8","3"
"R36388","海陽町","8358","3965","4393","8143","3884","4259","623","329","294","3813","1894","1919","3873","1710","2163","25","211","148","199","12","9","1","23","3","43","251","2","27","139","1","290","1","6","6"
"R36401","松茂町","14583","7193","7390","14446","7141","7305","1879","950","929","8772","4503","4269","3916","1732","2184","102","152","622","714","75","26","4","88","3","56","679","1","26","367","0","0","2","10","6"
"R36402","北島町","22745","10976","11769","22366","10776","11590","3410","1768","1642","13241","6522","6719","5799","2527","3272","196","211","890","888","89","32","3","193","3","96","1456","1","44","633","0","0","2","19","16"
"R36403","藍住町","35246","16868","18378","34653","16557","18096","5186","2666","2520","20635","9925","10710","8993","4031","4962","279","357","1184","1219","127","57","4","473","4","144","2129","2","67","974","0","0","2","28","14"
"R36404","板野町","13042","6262","6780","12842","6201","6641","1400","741","659","7226","3597","3629","4375","1898","2477","85","230","337","344","36","28","4","163","4","56","547","1","24","268","1","385","2","10","6"
"R36405","上板町","11384","5431","5953","11270","5379","5891","1202","622","580","6141","3022","3119","4040","1786","2254","40","172","240","258","36","15","4","129","4","56","461","1","24","265","0","0","0","7","7"
"R36468","つるぎ町","7715","3608","4107","7685","3599","4086","583","324","259","3531","1769","1762","3596","1512","2084","25","211","122","164","20","10","5","56","5","30","229","4","26","142","1","412","2","5","4"
"R36489","東みよし町","13622","6515","7107","13520","6473","7047","1565","791","774","7053","3541","3512","4969","2159","2810","74","259","314","354","39","12","2","55","4","62","595","2","36","340","0","0","2","8","7"
"R37201","高松市","417496","202029","215467","399190","192046","207144","52018","26622","25396","233651","116433","117218","115270","49699","65571","2711","5303","11589","11753","1696","662","42","3208","53","1451","21846","29","852","11530","14","11358","29","404","234"
"R37202","丸亀市","109513","53018","56495","106424","51377","55047","14667","7513","7154","61951","31022","30929","31435","13760","17675","692","1422","3256","3235","452","187","6","414","18","403","5844","10","259","3430","5","2632","9","86","50"
"R37203","坂出市","50624","24145","26479","49498","23615","25883","5584","2868","2716","26502","13342","13160","18171","7709","10462","253","889","1176","1396","132","72","5","358","10","188","2382","4","108","1353","4","1900","5","48","29"
"R37204","善通寺市","31631","15725","15906","31105","15467","15638","3866","1978","1888","17733","9406","8327","9666","4160","5506","188","453","1205","1369","155","56","9","417","8","144","1427","2","67","703","2","1198","3","30","13"
"R37205","観音寺市","57438","27578","29860","56249","27078","29171","6689","3464","3225","30577","15344","15233","19433","8329","11104","313","905","1073","1362","168","86","2","158","10","210","2689","5","114","1192","2","1366","4","46","27"
"R37206","さぬき市","47003","22484","24519","46251","22136","24115","4566","2292","2274","24407","12314","12093","17369","7567","9802","152","753","804","1052","113","62","6","152","7","144","1715","3","79","954","4","1197","2","39","24"
"R37207","東かがわ市","28279","13358","14921","27964","13246","14718","2467","1242","1225","13640","6787","6853","11990","5244","6746","83","520","471","567","58","30","0","0","3","74","988","3","59","520","1","364","3","20","13"
"R37208","三豊市","61857","29770","32087","60930","29374","31556","6963","3558","3405","32067","16271","15796","22573","9810","12763","273","1069","1030","1267","132","74","13","584","19","286","2845","7","156","1657","3","1177","6","39","21"
"R37322","土庄町","12846","6044","6802","12763","6019","6744","1222","618","604","6072","3021","3051","5528","2385","3143","51","282","262","388","25","12","0","0","2","39","478","2","34","272","0","0","0","9","5"
"R37324","小豆島町","13870","6621","7249","13731","6571","7160","1238","641","597","6500","3350","3150","6117","2616","3501","47","295","302","382","32","18","6","36","4","62","497","1","33","251","1","402","2","8","5"
"R37341","三木町","26878","12943","13935","26454","12734","13720","3441","1764","1677","14700","7211","7489","8445","3802","4643","133","357","659","688","61","33","5","298","4","111","1442","1","54","750","1","453","3","18","11"
"R37364","直島町","3103","1646","1457","3067","1630","1437","312","155","157","1691","973","718","1027","463","564","16","44","151","188","17","6","0","0","1","14","110","1","13","54","0","0","0","2","1"
"R37386","宇多津町","18699","9180","9519","17973","8845","9128","2655","1356","1299","11637","5877","5760","3964","1719","2245","141","163","865","1060","90","37","3","298","2","59","934","1","32","462","0","0","1","9","8"
"R37387","綾川町","22693","10999","11694","22345","10790","11555","2618","1338","1280","11814","5943","5871","8188","3674","4514","103","365","517","585","46","26","0","0","5","95","1121","1","43","527","1","256","2","18","8"
"R37403","琴平町","8468","3938","4530","8284","3837","4447","772","412","360","4201","2086","2115","3471","1424","2047","35","163","192","233","23","4","0","0","3","45","293","1","23","156","1","524","2","10","5"
"R37404","多度津町","22445","11373","11072","21474","10603","10871","2568","1319","1249","12310","6679","5631","7244","3123","4121","87","321","446","627","64","33","3","108","4","86","990","1","38","506","1","523","3","16","7"
"R37406","まんのう町","17401","8346","9055","17182","8276","8906","2111","1100","1011","8603","4374","4229","6642","2847","3795","87","349","366","386","32","26","2","87","6","95","847","1","35","471","0","0","1","14","6"
"R38201","松山市","511192","240292","270900","489817","229315","260502","61680","31519","30161","286198","137229","148969","139574","58123","81451","3084","6472","12965","13532","1854","801","38","4551","60","1462","25367","32","900","13214","16","14219","36","475","244"
"R38202","今治市","151672","71799","79873","147778","69509","78269","16907","8635","8272","79655","39899","39756","53977","22710","31267","680","2462","2774","3514","439","207","9","723","26","491","6417","16","301","3535","9","3381","27","109","82"
"R38203","宇和島市","70809","33213","37596","70122","32914","37208","7204","3795","3409","34997","17458","17539","28193","11687","16506","293","1378","1287","1874","173","104","6","173","30","291","2735","6","129","1404","5","1361","6","72","40"
"R38204","八幡浜市","31987","14971","17016","31684","14866","16818","3055","1565","1490","15625","7815","7810","13094","5452","7642","125","602","678","900","62","33","4","119","12","138","1134","4","65","679","3","903","4","38","16"
"R38205","新居浜市","115938","56004","59934","113361","54678","58683","14205","7303","6902","62529","31991","30538","37325","15559","21766","705","1770","2546","3060","426","191","7","726","16","373","5572","12","251","3008","5","2657","9","81","51"
"R38206","西条市","104791","50615","54176","102779","49317","53462","12925","6571","6354","56521","28874","27647","34403","14638","19765","534","1579","2165","2467","334","143","10","475","25","467","5114","10","237","2644","5","1997","9","81","49"
"R38207","大洲市","40575","19423","21152","39996","19154","20842","4560","2344","2216","20500","10293","10207","14954","6457","8497","157","701","810","1125","110","61","5","147","12","152","1781","8","105","1043","5","1074","5","51","24"
"R38210","伊予市","35133","16385","18748","34808","16288","18520","4295","2242","2053","18720","9045","9675","11996","5046","6950","161","520","929","936","76","47","2","147","9","144","1792","4","79","946","1","547","1","26","13"
"R38213","四国中央市","82754","40468","42286","78462","38609","39853","8843","4546","4297","42207","21567","20640","26658","11542","15116","419","1284","1435","1986","220","122","5","85","19","326","3706","7","167","2054","3","1479","8","53","33"
"R38214","西予市","35388","16635","18753","35049","16552","18497","3571","1840","1731","16127","8186","7941","15578","6554","9024","121","724","646","837","90","38","4","68","12","132","1348","5","78","790","3","418","3","38","17"
"R38215","東温市","33903","16180","17723","33378","15889","17489","4147","2100","2047","19105","9378","9727","10216","4444","5772","189","438","1246","1199","88","54","5","223","7","134","1673","2","69","858","1","586","4","30","13"
"R38356","上島町","6509","3421","3088","6196","3127","3069","455","235","220","3088","1884","1204","2953","1293","1660","10","128","272","292","15","4","0","0","4","35","192","3","24","89","1","81","0","6","2"
