county_name,state_fips,county_fips,median_home_value_usd
"Lunenburg County, Virginia",51,111,139700
"Madison County, Virginia",51,113,311500
"Mathews County, Virginia",51,115,355900
"Mecklenburg County, Virginia",51,117,157800
"Middlesex County, Virginia",51,119,288900
"Montgomery County, Virginia",51,121,269300
"Nelson County, Virginia",51,125,275100
"New Kent County, Virginia",51,127,354200
"Northampton County, Virginia",51,131,246300
"Northumberland County, Virginia",51,133,303700
"Nottoway County, Virginia",51,135,169500
"Orange County, Virginia",51,137,316000
"Page County, Virginia",51,139,198000
"Patrick County, Virginia",51,141,137200
"Pittsylvania County, Virginia",51,143,144100
"Powhatan County, Virginia",51,145,356500
"Prince Edward County, Virginia",51,147,193400
"Prince George County, Virginia",51,149,252300
"Prince William County, Virginia",51,153,472000
"Pulaski County, Virginia",51,155,181700
"Rappahannock County, Virginia",51,157,509500
"Richmond County, Virginia",51,159,218600
"Roanoke County, Virginia",51,161,245800
"Rockbridge County, Virginia",51,163,232100
"Rockingham County, Virginia",51,165,266900
"Russell County, Virginia",51,167,112000
"Scott County, Virginia",51,169,122300
"Shenandoah County, Virginia",51,171,247600
"Smyth County, Virginia",51,173,120600
"Southampton County, Virginia",51,175,199700
"Spotsylvania County, Virginia",51,177,349900
"Stafford County, Virginia",51,179,431900
"Surry County, Virginia",51,181,231400
"Sussex County, Virginia",51,183,151000
"Tazewell County, Virginia",51,185,112200
"Warren County, Virginia",51,187,293400
"Washington County, Virginia",51,191,181000
"Westmoreland County, Virginia",51,193,244000
"Wise County, Virginia",51,195,108000
"Wythe County, Virginia",51,197,157100
"York County, Virginia",51,199,387200
"Alexandria city, Virginia",51,510,655700
"Bristol city, Virginia",51,520,154900
"Buena Vista city, Virginia",51,530,148800
"Charlottesville city, Virginia",51,540,398400
"Chesapeake city, Virginia",51,550,339500
"Colonial Heights city, Virginia",51,570,221400
"Covington city, Virginia",51,580,80100
"Danville city, Virginia",51,590,102000
"Emporia city, Virginia",51,595,129400
"Fairfax city, Virginia",51,600,649600
"Falls Church city, Virginia",51,610,938500
"Franklin city, Virginia",51,620,197900
"Fredericksburg city, Virginia",51,630,438400
"Galax city, Virginia",51,640,109300
"Hampton city, Virginia",51,650,219800
"Harrisonburg city, Virginia",51,660,263700
"Hopewell city, Virginia",51,670,151600
"Lexington city, Virginia",51,678,224700
"Lynchburg city, Virginia",51,680,196000
"Manassas city, Virginia",51,683,393900
"Manassas Park city, Virginia",51,685,370700
"Martinsville city, Virginia",51,690,82800
"Newport News city, Virginia",51,700,233400
"Norfolk city, Virginia",51,710,254200
"Norton city, Virginia",51,720,104200
"Petersburg city, Virginia",51,730,147200
"Poquoson city, Virginia",51,735,406700
"Portsmouth city, Virginia",51,740,213300
"Radford city, Virginia",51,750,204700
"Richmond city, Virginia",51,760,308300
"Roanoke city, Virginia",51,770,162000
"Salem city, Virginia",51,775,231900
"Staunton city, Virginia",51,790,219500
"Suffolk city, Virginia",51,800,314400
"Virginia Beach city, Virginia",51,810,343700
"Waynesboro city, Virginia",51,820,226700
"Williamsburg city, Virginia",51,830,385600
"Winchester city, Virginia",51,840,299900
"Adams County, Washington",53,001,216900
"Asotin County, Washington",53,003,266400
"Benton County, Washington",53,005,338700
"Chelan County, Washington",53,007,412300
"Clallam County, Washington",53,009,353600
"Clark County, Washington",53,011,453200
"Columbia County, Washington",53,013,229600
"Cowlitz County, Washington",53,015,332200
"Douglas County, Washington",53,017,366800
"Ferry County, Washington",53,019,252700
"Franklin County, Washington",53,021,308700
"Garfield County, Washington",53,023,190000
"Grant County, Washington",53,025,244500
"Grays Harbor County, Washington",53,027,249900
"Island County, Washington",53,029,480800
"Jefferson County, Washington",53,031,449300
"King County, Washington",53,033,761500
"Kitsap County, Washington",53,035,463000
"Kittitas County, Washington",53,037,417600
"Klickitat County, Washington",53,039,352500
"Lewis County, Washington",53,041,306600
"Lincoln County, Washington",53,043,232500
"Mason County, Washington",53,045,340300
"Okanogan County, Washington",53,047,251100
"Pacific County, Washington",53,049,252100
"Pend Oreille County, Washington",53,051,288200
"Pierce County, Washington",53,053,444600
"San Juan County, Washington",53,055,673700
"Skagit County, Washington",53,057,444300
"Skamania County, Washington",53,059,443000
"Snohomish County, Washington",53,061,592800
"Spokane County, Washington",53,063,331600
"Stevens County, Washington",53,065,277300
"Thurston County, Washington",53,067,411700
"Wahkiakum County, Washington",53,069,319100
"Walla Walla County, Washington",53,071,331600
"Whatcom County, Washington",53,073,475000
"Whitman County, Washington",53,075,298500
"Yakima County, Washington",53,077,254700
"Barbour County, West Virginia",54,001,119000
"Berkeley County, West Virginia",54,003,231600
"Boone County, West Virginia",54,005,87300
"Braxton County, West Virginia",54,007,95100
"Brooke County, West Virginia",54,009,115000
"Cabell County, West Virginia",54,011,144200
"Calhoun County, West Virginia",54,013,111000
"Clay County, West Virginia",54,015,100800
"Doddridge County, West Virginia",54,017,147300
"Fayette County, West Virginia",54,019,103200
"Gilmer County, West Virginia",54,021,89800
"Grant County, West Virginia",54,023,150000
"Greenbrier County, West Virginia",54,025,130400
"Hampshire County, West Virginia",54,027,184800
"Hancock County, West Virginia",54,029,111700
"Hardy County, West Virginia",54,031,153300
"Harrison County, West Virginia",54,033,146900
"Jackson County, West Virginia",54,035,148200
"Jefferson County, West Virginia",54,037,303400
"Kanawha County, West Virginia",54,039,131200
"Lewis County, West Virginia",54,041,134100
"Lincoln County, West Virginia",54,043,94500
"Logan County, West Virginia",54,045,101200
"McDowell County, West Virginia",54,047,47500
"Marion County, West Virginia",54,049,147600
"Marshall County, West Virginia",54,051,130500
"Mason County, West Virginia",54,053,118100
"Mercer County, West Virginia",54,055,115100
"Mineral County, West Virginia",54,057,162400
"Mingo County, West Virginia",54,059,89700
"Monongalia County, West Virginia",54,061,242100
"Monroe County, West Virginia",54,063,138400
"Morgan County, West Virginia",54,065,212500
"Nicholas County, West Virginia",54,067,110600
"Ohio County, West Virginia",54,069,153000
"Pendleton County, West Virginia",54,071,169200
"Pleasants County, West Virginia",54,073,121100
"Pocahontas County, West Virginia",54,075,129500
"Preston County, West Virginia",54,077,147400
"Putnam County, West Virginia",54,079,202300
"Raleigh County, West Virginia",54,081,132300
"Randolph County, West Virginia",54,083,128700
"Ritchie County, West Virginia",54,085,105200
"Roane County, West Virginia",54,087,117700
"Summers County, West Virginia",54,089,123400
"Taylor County, West Virginia",54,091,138100
"Tucker County, West Virginia",54,093,141100
"Tyler County, West Virginia",54,095,109800
"Upshur County, West Virginia",54,097,153600
"Wayne County, West Virginia",54,099,114200
"Webster County, West Virginia",54,101,82400
"Wetzel County, West Virginia",54,103,106100
"Wirt County, West Virginia",54,105,109200
"Wood County, West Virginia",54,107,140700
"Wyoming County, West Virginia",54,109,74100
"Adams County, Wisconsin",55,001,168400
"Ashland County, Wisconsin",55,003,143500
"Barron County, Wisconsin",55,005,182600
"Bayfield County, Wisconsin",55,007,214700
"Brown County, Wisconsin",55,009,226500
"Buffalo County, Wisconsin",55,011,182900
"Burnett County, Wisconsin",55,013,200800
"Calumet County, Wisconsin",55,015,234000
"Chippewa County, Wisconsin",55,017,215300
"Clark County, Wisconsin",55,019,153000
"Columbia County, Wisconsin",55,021,243600
"Crawford County, Wisconsin",55,023,160300
"Dane County, Wisconsin",55,025,342900
"Dodge County, Wisconsin",55,027,201000
"Door County, Wisconsin",55,029,273300
"Douglas County, Wisconsin",55,031,174900
"Dunn County, Wisconsin",55,033,212000
"Eau Claire County, Wisconsin",55,035,226400
"Florence County, Wisconsin",55,037,158400
"Fond du Lac County, Wisconsin",55,039,195800
"Forest County, Wisconsin",55,041,160100
"Grant County, Wisconsin",55,043,173400
"Green County, Wisconsin",55,045,217000
"Green Lake County, Wisconsin",55,047,186100
"Iowa County, Wisconsin",55,049,231300
"Iron County, Wisconsin",55,051,144100
"Jackson County, Wisconsin",55,053,170000
"Jefferson County, Wisconsin",55,055,238300
"Juneau County, Wisconsin",55,057,153700
"Kenosha County, Wisconsin",55,059,234700
"Kewaunee County, Wisconsin",55,061,191500
"La Crosse County, Wisconsin",55,063,226600
"Lafayette County, Wisconsin",55,065,166700
"Langlade County, Wisconsin",55,067,138000
"Lincoln County, Wisconsin",55,069,163700
"Manitowoc County, Wisconsin",55,071,160400
"Marathon County, Wisconsin",55,073,194500
"Marinette County, Wisconsin",55,075,142300
"Marquette County, Wisconsin",55,077,189500
"Menominee County, Wisconsin",55,078,104300
"Milwaukee County, Wisconsin",55,079,200000
"Monroe County, Wisconsin",55,081,184000
"Oconto County, Wisconsin",55,083,195200
"Oneida County, Wisconsin",55,085,214700
"Outagamie County, Wisconsin",55,087,224100
"Ozaukee County, Wisconsin",55,089,344900
"Pepin County, Wisconsin",55,091,178500
"Pierce County, Wisconsin",55,093,278700
"Polk County, Wisconsin",55,095,222800
"Portage County, Wisconsin",55,097,214700
"Price County, Wisconsin",55,099,136400
"Racine County, Wisconsin",55,101,226500
"Richland County, Wisconsin",55,103,161600
"Rock County, Wisconsin",55,105,193000
"Rusk County, Wisconsin",55,107,144800
"St. Croix County, Wisconsin",55,109,323900
"Sauk County, Wisconsin",55,111,227500
"Sawyer County, Wisconsin",55,113,210700
"Shawano County, Wisconsin",55,115,166900
"Sheboygan County, Wisconsin",55,117,198900
"Taylor County, Wisconsin",55,119,168800
"Trempealeau County, Wisconsin",55,121,193700
"Vernon County, Wisconsin",55,123,192800
"Vilas County, Wisconsin",55,125,255700
"Walworth County, Wisconsin",55,127,254300
"Washburn County, Wisconsin",55,129,196900
"Washington County, Wisconsin",55,131,293300
"Waukesha County, Wisconsin",55,133,352600
"Waupaca County, Wisconsin",55,135,178500
"Waushara County, Wisconsin",55,137,174800
"Winnebago County, Wisconsin",55,139,190600
"Wood County, Wisconsin",55,141,156600
"Albany County, Wyoming",56,001,291500
"Big Horn County, Wyoming",56,003,179800
"Campbell County, Wyoming",56,005,247800
"Carbon County, Wyoming",56,007,212800
"Converse County, Wyoming",56,009,251700
"Crook County, Wyoming",56,011,270600
"Fremont County, Wyoming",56,013,236700
"Goshen County, Wyoming",56,015,217200
"Hot Springs County, Wyoming",56,017,191200
"Johnson County, Wyoming",56,019,296200
"Laramie County, Wyoming",56,021,295800
"Lincoln County, Wyoming",56,023,325500
"Natrona County, Wyoming",56,025,247600
"Niobrara County, Wyoming",56,027,195600
"Park County, Wyoming",56,029,329500
"Platte County, Wyoming",56,031,237100
"Sheridan County, Wyoming",56,033,342400
"Sublette County, Wyoming",56,035,339400
"Sweetwater County, Wyoming",56,037,240300
"Teton County, Wyoming",56,039,1137500
"Uinta County, Wyoming",56,041,224800
"Washakie County, Wyoming",56,043,194000
"Weston County, Wyoming",56,045,208900
